Coluna;Microrregião
CNAE 2.0 Subclasse;11001:PORTO VELHO;11002:GUAJARÁ-MIRIM;11003:ARIQUEMES;11004:JI-PARANÁ;11005:ALVORADA DOESTE;11006:CACOAL;11007:VILHENA;11008:COLORADO DO OESTE;12001:CRUZEIRO DO SUL;12002:TARAUACÁ;12003:SENA MADUREIRA;12004:RIO BRANCO;12005:BRASILÉIA;13001:RIO NEGRO-AM;13002:JAPURÁ;13003:ALTO SOLIMÕES;13004:JURUÁ;13005:TEFÉ;13006:COARI;13007:MANAUS;13008:RIO PRETO DA EVA;13009:ITACOATIARA;13010:PARINTINS;13011:BOCA DO ACRE;13012:PURUS;13013:MADEIRA;14001:BOA VISTA;14002:NORDESTE DE RORAIMA;14003:CARACARAÍ;14004:SUDESTE DE RORAIMA;15001:ÓBIDOS;15002:SANTARÉM;15003:ALMEIRIM;15004:PORTEL;15005:FUROS DE BREVES;15006:ARARI;15007:BELÉM;15008:CASTANHAL;15009:SALGADO;15010:BRAGANTINA;15011:CAMETÁ;15012:TOMÉ-AÇU;15013:GUAMÁ;15014:ITAITUBA;15015:ALTAMIRA;15016:TUCURUÍ;15017:PARAGOMINAS;15018:SÃO FÉLIX DO XINGU;15019:PARAUAPEBAS;15020:MARABÁ;15021:REDENÇÃO;15022:CONCEIÇÃO DO ARAGUAIA;16001:OIAPOQUE;16002:AMAPÁ;16003:MACAPÁ;16004:MAZAGÃO;17001:BICO DO PAPAGAIO;17002:ARAGUAÍNA;17003:MIRACEMA DO TOCANTINS;17004:RIO FORMOSO;17005:GURUPI-TO;17006:PORTO NACIONAL;17007:JALAPÃO;17008:DIANÓPOLIS;Total
4634699:Comércio atacadista de carnes e derivados de outros animais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;35
4635401:Comércio atacadista de água mineral;27;3;28;4;0;20;0;0;10;4;10;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;13;0;0;0;0;3;0;0;0;0;204;23;1;0;11;0;0;4;11;0;0;0;2;59;0;0;0;0;96;0;0;1;0;0;0;1;0;0;541
4635402:Comércio atacadista de cerveja, chope e refrigerante;47;35;142;154;7;147;38;0;0;1;0;182;2;4;0;22;0;0;0;1036;0;9;37;0;0;0;298;0;3;0;16;261;0;0;32;26;1048;321;11;185;203;9;54;105;43;162;96;5;94;182;91;0;6;0;114;3;106;99;41;7;233;465;0;39;6221
4635403:Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada;7;4;22;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;17;0;0;0;11;0;1;0;0;0;0;0;0;0;6;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;114
4635499:Comércio atacadista de bebidas não especificadas anteriormente;170;32;2;0;0;12;8;0;0;0;0;0;0;0;0;0;0;0;0;56;13;23;1;0;0;1;0;1;0;0;0;0;0;0;0;0;300;1;0;23;2;0;0;0;69;0;1;0;0;0;0;0;0;0;47;1;0;143;0;0;16;7;0;0;929
4636201:Comércio atacadista de fumo beneficiado;8;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;33
4636202:Comércio atacadista de cigarros, cigarrilhas e charutos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;21;0;0;0;0;10;5;0;0;0;0;0;0;6;0;0;0;0;31;0;0;0;0;5;0;0;0;0;2;0;5;0;0;96
4637101:Comércio atacadista de café torrado, moído e solúvel;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;39;0;0;7;1;0;0;0;0;0;2;0;0;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;172
4637102:Comércio atacadista de açúcar;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;253;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;333
4637103:Comércio atacadista de óleos e gorduras;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;13
4637104:Comércio atacadista de pães, bolos, biscoitos e similares;37;2;0;36;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;34;3;0;0;0;0;0;0;0;24;8;0;5;64;0;18;0;0;0;0;0;51;0;1;1;17;0;0;356
4637105:Comércio atacadista de massas alimentícias;698;198;0;481;0;19;0;1;0;0;0;132;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;109;0;0;0;0;39;0;8;0;0;1801
4637106:Comércio atacadista de sorvetes;26;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;5;0;0;0;14;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;24;0;0;0;35;0;0;0;0;0;0;0;0;0;30;20;0;0;183
4637107:Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes;0;1;79;9;0;19;0;0;11;0;0;10;0;0;0;0;0;0;0;207;0;0;2;0;0;0;70;0;0;0;0;27;0;0;0;0;105;3;0;0;0;2;0;0;0;8;0;0;4;161;0;7;0;0;90;0;0;1;0;2;14;111;0;0;943
4637199:Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente;62;1;11;16;3;13;6;0;1;0;0;39;1;0;0;17;0;0;0;548;0;0;0;0;0;0;21;0;0;0;0;45;0;0;8;0;184;4;0;0;19;0;0;0;38;0;8;0;17;108;0;0;0;0;160;0;1;19;0;0;1;54;0;0;1405
4639701:Comércio atacadista de produtos alimentícios em geral;709;66;42;210;0;5;58;41;9;41;0;338;8;0;0;1;0;0;0;2136;4;2;0;0;0;5;251;0;0;1;40;494;11;11;38;13;4136;413;98;337;129;26;63;57;20;73;31;58;383;647;56;87;0;0;363;0;1;63;2;102;19;306;0;1;12005
4639702:Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada;0;2;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;156;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;311;142;0;0;0;0;0;0;0;19;158;0;3;0;19;17;0;0;67;0;0;0;0;0;3;0;0;0;948
4641901:Comércio atacadista de tecidos;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;56
4641902:Comércio atacadista de artigos de cama, mesa e banho;3;0;0;0;0;19;0;0;0;0;0;12;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;39;8;0;5;0;0;0;0;0;2;2;0;0;9;0;0;0;0;4;0;0;25;0;0;0;7;0;0;254
4641903:Comércio atacadista de artigos de armarinho;5;0;1;35;0;45;13;0;1;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;0;36;0;0;0;0;85;0;0;0;0;260;98;0;14;0;0;2;0;0;0;0;0;0;0;7;1;0;0;5;0;0;2;0;0;5;12;0;0;690
4642701:Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança;23;9;0;14;0;5;10;1;2;0;0;18;0;0;0;1;0;3;0;232;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;413;53;0;0;0;3;0;7;0;0;0;0;14;13;0;1;0;0;10;0;0;89;0;1;3;57;0;0;1044
4642702:Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho;16;0;3;8;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;58;0;0;0;0;0;0;3;0;0;0;0;8;0;0;0;0;45;0;0;0;0;0;0;0;3;0;1;0;9;18;0;0;0;0;0;0;0;0;0;3;0;1;0;0;178
4643501:Comércio atacadista de calçados;10;0;2;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;17;0;9;0;0;0;1;0;0;4;0;0;84;3;0;0;0;6;0;0;4;0;4;0;7;0;0;364
4643502:Comércio atacadista de bolsas, malas e artigos de viagem;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6
4644301:Comércio atacadista de medicamentos e drogas de uso humano;418;24;0;152;0;71;20;0;0;0;0;412;14;0;0;0;0;0;0;1234;0;0;1;0;0;0;69;0;0;0;0;98;0;0;0;0;1850;125;0;34;5;0;0;2;21;2;2;0;15;50;9;0;0;0;81;0;1;28;0;3;0;201;0;0;4942
4644302:Comércio atacadista de medicamentos e drogas de uso veterinário;0;12;0;65;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;31;2;0;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;16;0;0;12;5;0;0;179
4645101:Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;109;0;0;11;0;10;0;0;0;0;0;18;0;0;0;0;0;3;0;737;0;0;0;0;0;0;21;0;0;0;0;17;0;0;0;0;493;7;0;8;0;6;0;0;0;2;0;0;0;22;0;0;0;0;19;0;0;21;0;3;0;22;0;0;1529
4645102:Comércio atacadista de próteses e artigos de ortopedia;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;9;0;0;47
4645103:Comércio atacadista de produtos odontológicos;3;0;0;3;0;8;0;3;0;0;0;3;0;0;0;0;0;0;0;18;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;6;7;0;0;0;1;0;4;1;17;1;0;4;10;2;0;0;0;13;0;0;2;0;0;0;11;0;0;121
4646001:Comércio atacadista de cosméticos e produtos de perfumaria;49;4;4;22;0;19;1;0;0;0;0;38;0;0;0;0;0;0;0;625;0;0;0;0;0;0;51;0;0;0;0;24;0;0;2;0;156;714;0;4;3;0;2;7;3;8;4;0;14;35;1;0;0;0;234;0;0;60;2;8;9;98;0;0;2201
4646002:Comércio atacadista de produtos de higiene pessoal;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;277;11;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;19;0;0;0;0;0;0;32;0;0;383
4647801:Comércio atacadista de artigos de escritório e de papelaria;45;0;0;11;0;5;4;0;1;0;0;8;0;0;0;0;0;0;0;224;0;0;8;0;0;0;0;0;0;0;0;10;0;0;0;0;67;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;19;0;11;3;41;0;0;470
4647802:Comércio atacadista de livros, jornais e outras publicações;12;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;58;0;0;3;0;0;3;0;0;0;0;0;0;5;2;0;0;0;0;0;0;4;0;0;0;7;0;0;152
4649401:Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;98;0;0;0;0;0;0;5;0;0;0;0;15;0;0;0;0;33;8;0;0;0;0;0;2;4;2;0;0;10;7;0;0;0;0;1;0;7;95;2;1;0;29;0;0;325
4649402:Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;89;3;8;9;0;68;0;0;9;0;0;22;0;0;0;0;0;0;0;137;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;40;2;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;11;0;0;2;0;0;0;6;0;2;459
4649403:Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;9;0;7;7;0;0;807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;19;0;0;0;13;0;0;884
4649404:Comércio atacadista de móveis e artigos de colchoaria;19;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;109;0;0;0;0;0;0;0;12;12;0;70;136;88;0;0;0;12;0;0;8;0;9;0;16;0;0;601
4649405:Comércio atacadista de artigos de tapeçaria;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24
4649406:Comércio atacadista de lustres, luminárias e abajures;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
4649407:Comércio atacadista de filmes, CDs, DVDs, fitas e discos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;8
4649408:Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;46;1;0;4;0;24;0;0;0;0;0;4;0;0;0;0;0;3;0;472;0;0;0;0;0;0;98;0;0;0;12;19;0;0;0;0;156;95;0;0;0;0;0;0;4;0;0;0;22;52;0;0;0;0;74;0;0;2;0;3;0;80;0;0;1171
4649409:Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;190;0;3;0;0;0;3;0;0;0;0;0;3;0;0;0;0;5;0;0;1;0;0;0;0;0;0;220
4649410:Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;15;0;7;19;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;81
4649499:Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;69;0;0;16;0;4;0;0;0;0;0;6;0;0;0;0;0;0;0;56;0;1;0;0;0;0;5;0;0;0;0;14;0;0;0;0;152;6;0;12;0;0;2;0;10;2;0;0;10;0;10;0;0;1;37;0;3;19;0;0;15;43;0;0;493
4651601:Comércio atacadista de equipamentos de informática;26;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;73;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;1;20;1;0;0;219
4651602:Comércio atacadista de suprimentos para informática;7;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;43
4652400:Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;0;0;5;0;0;2;1;0;0;0;0;8;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;31;3;0;0;0;0;0;0;0;0;1;0;47;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;134
4661300:Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário;78;18;29;111;0;58;92;1;17;1;0;25;0;0;0;0;0;0;0;60;0;0;0;0;0;1;101;0;0;0;5;84;0;0;0;0;230;22;0;3;0;0;0;34;67;1;93;2;7;55;45;3;0;0;0;1;5;24;6;7;16;31;8;17;1358
4662100:Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção;68;0;82;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;187;0;0;0;0;0;0;12;0;0;0;16;0;0;0;0;0;260;0;0;0;0;0;0;7;184;0;13;24;488;111;0;0;0;0;12;0;0;0;0;0;30;23;0;0;1554
4663000:Comércio atacadista de máquinas e equipamentos para uso industrial;4;5;0;4;0;4;3;0;0;0;0;0;4;0;0;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;341;0;0;0;0;0;0;1;0;0;22;3;0;7;0;0;0;0;12;0;0;2;0;0;0;7;0;0;550
4664800:Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar;21;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;510;0;0;0;0;6;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;9;0;0;13;0;0;0;31;0;0;700
4665600:Comércio atacadista de máquinas e equipamentos para uso comercial;6;0;7;18;0;3;0;0;3;0;0;41;5;0;0;0;0;0;0;42;0;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;37;19;0;0;0;0;0;0;4;0;0;0;0;16;0;0;0;0;0;0;0;17;0;0;2;21;0;0;250
4669901:Comércio atacadista de bombas e compressores;9;0;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43
4669999:Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente;43;3;3;77;0;7;0;0;4;0;0;43;0;0;0;0;0;0;0;320;0;0;0;0;0;0;116;0;0;0;0;16;7;0;0;0;165;1;0;0;9;2;0;0;3;3;18;0;0;48;0;0;0;0;39;0;0;0;0;1;1;30;0;0;959
4671100:Comércio atacadista de madeira e produtos derivados;304;0;114;44;7;140;39;4;0;0;0;1;0;0;0;0;0;0;0;22;0;7;1;0;0;0;18;1;0;0;0;5;0;0;26;0;198;6;0;0;5;63;26;68;21;0;288;12;0;1;0;0;0;0;61;0;0;3;0;0;1;54;0;0;1540
4672900:Comércio atacadista de ferragens e ferramentas;45;0;3;60;0;24;13;0;0;0;0;11;0;0;0;0;0;0;0;188;0;0;2;0;0;0;16;0;0;0;0;2;0;0;0;0;79;16;0;0;0;0;0;2;0;8;61;0;11;94;0;0;0;0;0;0;0;73;0;16;28;225;0;0;977
4673700:Comércio atacadista de material elétrico;0;1;0;4;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;4;0;25;14;0;0;0;0;15;0;0;7;0;0;0;31;0;0;461
4674500:Comércio atacadista de cimento;49;0;7;10;13;4;5;5;0;0;0;53;0;0;0;0;0;0;0;93;0;0;0;11;0;0;82;0;0;0;0;50;0;0;0;0;102;0;0;3;0;1;0;13;25;0;0;0;6;2;0;0;0;0;20;0;0;3;0;11;0;17;0;0;585
4679601:Comércio atacadista de tintas, vernizes e similares;7;9;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;7;0;0;0;25;0;0;0;0;0;0;0;1;0;0;1;63;0;0;141
4679602:Comércio atacadista de mármores e granitos;1;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;37;4;0;0;0;0;0;0;0;0;0;0;21;21;1;0;0;0;18;0;0;6;0;0;0;8;0;0;172
4679603:Comércio atacadista de vidros, espelhos e vitrais;2;0;4;9;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;28;94;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;23;0;0;0;32;0;0;222
4679604:Comércio atacadista especializado de materiais de construção não especificados anteriormente;46;3;7;18;0;0;14;0;0;0;0;1;0;0;0;0;0;0;0;76;0;0;0;0;0;0;10;0;0;0;0;13;0;0;0;0;18;0;0;0;0;3;0;11;1;0;1;0;5;9;0;0;0;0;35;0;0;8;0;0;0;17;0;6;302
4679699:Comércio atacadista de materiais de construção em geral;133;11;4;60;0;2;5;0;3;41;0;4;0;0;0;40;0;7;0;276;0;5;0;0;0;4;83;0;0;0;10;15;0;0;0;0;406;212;0;6;11;0;2;0;0;2;0;0;43;22;14;6;0;0;81;0;0;74;15;0;33;162;0;4;1796
4681801:Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;86;3;7;6;0;0;14;0;5;0;12;11;0;0;0;0;0;0;0;328;0;0;0;0;0;0;8;0;3;0;4;28;5;0;0;0;201;0;0;0;0;0;0;9;7;0;0;2;0;6;6;0;0;0;21;0;0;0;0;0;0;46;0;0;818
4681802:Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);10;0;0;2;0;0;13;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;24;0;0;0;0;48;0;0;0;0;0;0;0;4;0;34;0;0;52;0;0;0;0;0;0;0;7;0;2;0;0;0;9;218
4681803:Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;29;0;0;0;63;4;0;0;1;0;0;0;0;5;0;0;3;0;1;0;5;0;0;119
4681804:Comércio atacadista de combustíveis de origem mineral em bruto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
4681805:Comércio atacadista de lubrificantes;55;3;0;25;0;6;20;0;0;0;0;10;0;0;0;0;0;0;0;92;0;0;0;0;0;0;12;0;0;0;0;19;0;0;0;0;104;5;0;0;0;0;0;11;10;0;5;0;0;2;4;0;0;0;17;0;0;15;6;21;9;67;0;0;518
4682600:Comércio atacadista de gás liqüefeito de petróleo (GLP);272;0;1;2;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;922;0;0;0;0;0;0;68;0;0;0;0;54;0;0;0;0;155;0;7;0;1;0;0;3;2;0;1;3;0;3;0;0;0;0;42;0;0;17;0;0;56;3;0;0;1733
4683400:Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;60;1;11;35;0;48;30;12;0;0;7;76;6;0;0;0;0;0;0;2;0;1;0;0;0;0;35;0;0;0;0;30;0;0;0;0;11;29;0;3;1;30;1;5;16;3;189;8;0;63;36;5;0;0;6;0;1;24;42;11;47;116;10;1;1012
4684201:Comércio atacadista de resinas e elastômeros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;6
4684299:Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;34;3;3;15;0;5;2;0;0;0;0;2;0;0;0;0;0;0;0;43;0;0;0;0;0;0;12;0;0;0;4;0;0;0;0;0;55;6;0;0;0;0;0;6;0;0;1;0;5;17;2;0;0;0;0;0;0;3;0;1;0;4;0;0;223
4685100:Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;15;0;0;28
4686901:Comércio atacadista de papel e papelão em bruto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80
4686902:Comércio atacadista de embalagens;18;0;4;6;1;1;8;5;0;0;0;1;0;0;0;0;0;0;0;132;0;0;0;0;0;0;22;0;0;0;0;13;0;0;0;0;23;30;0;0;0;0;0;4;0;0;0;1;4;7;0;0;0;0;4;0;0;7;0;23;2;47;0;0;363
4687701:Comércio atacadista de resíduos de papel e papelão;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;6;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;7;0;1;9;0;0;170
4687702:Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;13;0;0;0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;4;0;0;0;0;5;0;0;0;0;72;1;0;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;0;0;0;0;0;0;2;0;3;145
4687703:Comércio atacadista de resíduos e sucatas metálicos;56;6;26;13;0;6;11;0;0;0;0;22;0;0;0;0;0;0;0;120;30;2;0;0;0;0;8;0;0;0;0;14;0;0;0;0;94;14;0;0;0;0;0;8;3;0;2;0;12;27;0;0;0;0;21;0;0;3;5;11;0;6;0;0;520
4689301:Comércio atacadista de produtos da extração mineral, exceto combustíveis;0;0;3;2;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;11;2;0;2;0;0;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;55
4689302:Comércio atacadista de fios e fibras têxteis beneficiados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10
4689399:Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;59;2;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;328;0;0;1;0;0;0;0;0;0;0;2;38;0;0;0;0;208;17;0;0;15;0;0;9;0;0;4;0;0;16;0;0;0;0;54;0;0;87;0;2;0;137;0;0;1000
4691500:Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;255;90;131;87;0;88;25;0;17;0;0;313;4;0;0;1;0;12;0;798;0;1;26;1;0;3;216;0;0;0;8;88;0;0;0;0;825;43;0;6;0;3;0;122;36;14;105;0;10;89;42;10;0;0;1003;4;0;26;0;0;28;93;0;6;4629
