Coluna;Microrregião
CNAE 2.0 Subclasse;11001:PORTO VELHO;11002:GUAJARÁ-MIRIM;11003:ARIQUEMES;11004:JI-PARANÁ;11005:ALVORADA DOESTE;11006:CACOAL;11007:VILHENA;11008:COLORADO DO OESTE;12001:CRUZEIRO DO SUL;12002:TARAUACÁ;12003:SENA MADUREIRA;12004:RIO BRANCO;12005:BRASILÉIA;13001:RIO NEGRO-AM;13002:JAPURÁ;13003:ALTO SOLIMÕES;13004:JURUÁ;13005:TEFÉ;13006:COARI;13007:MANAUS;13008:RIO PRETO DA EVA;13009:ITACOATIARA;13010:PARINTINS;13011:BOCA DO ACRE;13012:PURUS;13013:MADEIRA;14001:BOA VISTA;14002:NORDESTE DE RORAIMA;14003:CARACARAÍ;14004:SUDESTE DE RORAIMA;15001:ÓBIDOS;15002:SANTARÉM;15003:ALMEIRIM;15004:PORTEL;15005:FUROS DE BREVES;15006:ARARI;15007:BELÉM;15008:CASTANHAL;15009:SALGADO;15010:BRAGANTINA;15011:CAMETÁ;15012:TOMÉ-AÇU;15013:GUAMÁ;15014:ITAITUBA;15015:ALTAMIRA;15016:TUCURUÍ;15017:PARAGOMINAS;15018:SÃO FÉLIX DO XINGU;15019:PARAUAPEBAS;15020:MARABÁ;15021:REDENÇÃO;15022:CONCEIÇÃO DO ARAGUAIA;16001:OIAPOQUE;16002:AMAPÁ;16003:MACAPÁ;16004:MAZAGÃO;17001:BICO DO PAPAGAIO;17002:ARAGUAÍNA;17003:MIRACEMA DO TOCANTINS;17004:RIO FORMOSO;17005:GURUPI-TO;17006:PORTO NACIONAL;17007:JALAPÃO;17008:DIANÓPOLIS;Total
2422901:Produção de laminados planos de aço ao carbono, revestidos ou não;1;0;0;14;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;33
2423701:Produção de tubos de aço sem costura;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2423702:Produção de laminados longos de aço, exceto tubos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;0;1274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1389
2424502:Produção de relaminados, trefilados e perfilados de aço, exceto arames;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121
2431800:Produção de tubos de aço com costura;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72
2439300:Produção de outros tubos de ferro e aço;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
2441501:Produção de alumínio e suas ligas em formas primárias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3158
2441502:Produção de laminados de alumínio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
2443100:Metalurgia do cobre;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222
2449103:Produção de soldas e ânodos para galvanoplastia;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2449199:Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente;0;0;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;0;0;0;0;0;0;0;252;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1436
2451200:Fundição de ferro e aço;28;0;0;0;0;4;17;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;20;0;0;0;0;6;0;0;6;1;0;1;1;10;0;0;0;0;0;0;0;0;0;0;2;0;0;122
2452100:Fundição de metais não-ferrosos e suas ligas;0;0;55;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;1;0;0;609
2511000:Fabricação de estruturas metálicas;118;0;8;173;2;10;13;5;4;0;0;65;6;0;0;0;0;4;0;1366;158;5;2;0;0;0;1;0;0;0;1;0;0;0;0;0;312;388;0;32;7;0;6;0;37;1;0;0;59;38;21;3;0;0;18;0;0;17;0;37;7;63;0;0;2987
2512800:Fabricação de esquadrias de metal;27;6;19;53;3;48;47;8;0;3;0;12;0;0;0;0;0;1;0;157;0;0;0;0;0;0;15;0;0;0;6;26;0;0;0;0;108;10;4;10;16;0;1;3;5;14;14;0;14;11;12;1;0;0;21;0;5;22;1;0;7;93;0;0;803
2513600:Fabricação de obras de caldeiraria pesada;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;2;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368
2521700:Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;0;0;0;21;0;0;173;0;10;0;0;9;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;58;2;0;0;296
2522500:Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2531401:Produção de forjados de aço;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
2531402:Produção de forjados de metais não-ferrosos e suas ligas;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2532201:Produção de artefatos estampados de metal;10;0;2;14;0;8;3;0;0;0;0;1;0;0;0;0;0;0;0;2757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;14;0;0;0;0;0;0;0;0;1;0;0;0;5;0;0;0;20;0;0;0;0;0;0;0;0;0;2844
2539001:Serviços de usinagem, tornearia e solda;57;0;0;9;0;14;19;0;2;0;0;2;0;0;0;0;0;0;0;122;0;0;1;0;0;0;9;0;0;0;0;4;0;0;0;0;73;1;0;1;0;12;1;6;7;8;0;0;463;4;3;1;0;0;13;0;0;39;0;1;3;12;0;0;887
2539002:Serviços de tratamento e revestimento em metais;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
2541100:Fabricação de artigos de cutelaria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1920
2542000:Fabricação de artigos de serralheria, exceto esquadrias;45;1;8;29;5;17;29;1;0;0;6;8;39;0;0;0;0;0;0;31;0;1;0;0;0;0;22;0;0;0;0;1;0;0;0;0;13;0;1;9;0;15;1;2;13;5;14;6;0;33;15;5;0;0;14;1;4;21;1;19;12;14;0;2;463
2543800:Fabricação de ferramentas;0;0;0;13;0;0;3;1;0;0;0;2;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;91
2550102:Fabricação de armas de fogo e munições;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2591800:Fabricação de embalagens metálicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;316
2592601:Fabricação de produtos de trefilados de metal padronizados;5;0;0;14;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20;31;0;0;182
2592602:Fabricação de produtos de trefilados de metal, exceto padronizados;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;33
2593400:Fabricação de artigos de metal para uso doméstico e pessoal;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;91;0;0;0;0;2;0;0;0;0;0;0;0;5;0;0;0;0;0;0;6;0;0;0;0;0;0;243
2599301:Serviços de confecção de armações metálicas para a construção;2;0;0;6;0;23;2;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0;21;11;0;0;0;0;0;0;0;0;0;0;5;6;0;0;0;0;0;0;0;60;0;0;3;0;0;0;172
2599302:Serviços de corte e dobra de metais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
2599399:Fabricação de outros produtos de metal não especificados anteriormente;10;0;0;4;0;0;41;0;0;0;0;20;0;0;0;0;0;0;0;994;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;72;5;1;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;8;15;0;0;1235
2610800:Fabricação de componentes eletrônicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16494;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16494
2621300:Fabricação de equipamentos de informática;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1681
2622100:Fabricação de periféricos para equipamentos de informática;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;4126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4210
2631100:Fabricação de equipamentos transmissores de comunicação, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;814
2632900:Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2176
2640000:Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9882
2651500:Fabricação de aparelhos e equipamentos de medida, teste e controle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329
2652300:Fabricação de cronômetros e relógios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1866
2660400:Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104
2670101:Fabricação de equipamentos e instrumentos ópticos, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
2670102:Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;734
2710401:Fabricação de geradores de corrente contínua e alternada, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;107
2710402:Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;519
2710403:Fabricação de motores elétricos, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1112
2721000:Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;957;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;957
2722801:Fabricação de baterias e acumuladores para veículos automotores;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
2722802:Recondicionamento de baterias e acumuladores para veículos automotores;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2731700:Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;0;0;0;3;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;150
2732500:Fabricação de material elétrico para instalações em circuito de consumo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;505
2733300:Fabricação de fios, cabos e condutores elétricos isolados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2973;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3427
2740602:Fabricação de luminárias e outros equipamentos de iluminação;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26
2759701:Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2331
2759799:Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554
2790201:Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
2790202:Fabricação de equipamentos para sinalização e alarme;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;640
2790299:Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123
2811900:Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;202;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;210
2812700:Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;78
2813500:Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24
2815102:Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150
2821601:Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;82
2822401:Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;95
2822402:Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;24;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;558
2823200:Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;6;0;0;21;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;6;17;0;0;0;0;0;0;0;0;0;0;0;32;0;0;417
2824101:Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;272
2824102:Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2967
2825900:Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138
2829101:Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45
2829199:Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;907;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;29;1;0;0;0;0;0;0;0;0;79;0;295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1312
2831300:Fabricação de tratores agrícolas, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;48
2833000:Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;3;0;12;0;0;33
2840200:Fabricação de máquinas-ferramenta, peças e acessórios;0;0;4;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;81
2852600:Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57
2854200:Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;160
2861500:Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2862300:Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
2864000:Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
