Coluna;Microrregião
CNAE 2.0 Subclasse;50001:BAIXO PANTANAL;50002:AQUIDAUANA;50003:ALTO TAQUARI;50004:CAMPO GRANDE;50005:CASSILÂNDIA;50006:PARANAÍBA;50007:TRÊS LAGOAS;50008:NOVA ANDRADINA;50009:BODOQUENA;50010:DOURADOS;50011:IGUATEMI;51001:ARIPUANÃ;51002:ALTA FLORESTA;51003:COLÍDER;51004:PARECIS;51005:ARINOS;51006:ALTO TELES PIRES;51007:SINOP;51008:PARANATINGA;51009:NORTE ARAGUAIA;51010:CANARANA;51011:MÉDIO ARAGUAIA;51012:ALTO GUAPORÉ;51013:TANGARÁ DA SERRA;51014:JAURU;51015:ALTO PARAGUAI;51016:ROSÁRIO OESTE;51017:CUIABÁ;51018:ALTO PANTANAL;51019:PRIMAVERA DO LESTE;51020:TESOURO;51021:RONDONÓPOLIS;51022:ALTO ARAGUAIA;52001:SÃO MIGUEL DO ARAGUAIA;52002:RIO VERMELHO;52003:ARAGARÇAS;52004:PORANGATU;52005:CHAPADA DOS VEADEIROS;52006:CERES;52007:ANÁPOLIS;52008:IPORÁ;52009:ANICUNS;52010:GOIÂNIA;52011:VÃO DO PARANÃ;52012:ENTORNO DE BRASÍLIA;52013:SUDOESTE DE GOIÁS;52014:VALE DO RIO DOS BOIS;52015:MEIA PONTE;52016:PIRES DO RIO;52017:CATALÃO;52018:QUIRINÓPOLIS;53001:BRASÍLIA;Total
6493000:Administração de consórcios para aquisição de bens e direitos;0;0;0;14;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;0;4;0;2;0;0;0;0;0;0;3;18;0;0;407;0;0;13;0;4;0;17;0;316;961
6499901:Clubes de investimento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;16
6499902:Sociedades de investimento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;8
6499903:Fundo garantidor de crédito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
6499905:Concessão de crédito pelas OSCIP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;1;16
6499999:Outras atividades de serviços financeiros não especificadas anteriormente;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;0;0;0;3;0;0;3;0;8;0;0;16;3;0;32;0;7;40;0;9;0;0;0;82;216
6511101:Seguros de vida;0;0;0;30;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;2;0;3;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;125;238
6511102:Planos de auxílio-funeral;0;0;4;63;0;0;0;0;1;83;14;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;15;1;0;0;0;0;0;0;219
6512000:Seguros não-vida;0;0;0;86;0;0;0;0;0;17;0;0;0;0;0;0;0;4;0;0;0;5;0;1;0;0;0;113;0;0;0;5;0;0;0;0;4;0;0;5;0;0;207;0;0;7;0;5;0;3;0;776;1238
6520100:Seguros-saúde;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;0;0;1;0;0;0;47;71
6541300:Previdência complementar fechada;0;0;0;12;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;1575;1704
6542100:Previdência complementar aberta;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;15;58
6550200:Planos de saúde;0;0;0;425;0;0;0;0;0;99;0;0;5;0;0;0;0;133;0;0;0;38;0;90;0;0;0;651;24;0;0;89;0;0;0;0;2;0;0;125;0;0;1688;0;1;191;0;127;3;63;0;2553;6307
6611801:Bolsa de valores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
6611802:Bolsa de mercadorias;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;6;14
6612601:Corretoras de títulos e valores mobiliários;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4
6612602:Distribuidoras de títulos e valores mobiliários;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;58;79
6612603:Corretoras de câmbio;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;2;0;0;15;0;0;0;0;0;0;0;0;77;108
6612604:Corretoras de contratos de mercadorias;0;0;1;2;0;0;0;0;0;20;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;0;0;3;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;1;0;0;0;0;0;1;54
6612605:Agentes de investimentos em aplicações financeiras;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;10;19
6613400:Administração de cartões de crédito;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;46;0;0;17;0;4;0;0;0;426;500
6619302:Correspondentes de instituições financeiras;0;0;0;44;1;0;8;0;0;8;1;1;0;0;2;2;2;1;0;0;0;5;0;5;3;0;0;62;10;3;0;14;0;2;0;0;0;2;3;17;0;0;112;4;17;9;0;8;0;7;0;210;563
6619304:Caixas eletrônicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
6619305:Operadoras de cartões de débito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;3
6619399:Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente;5;0;0;282;0;1;1;0;0;11;4;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;15;0;0;0;4;0;0;1;0;0;0;0;6;2;0;98;0;1;3;0;3;6;1;0;48;494
6621501:Peritos e avaliadores de seguros;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;8;0;0;0;0;0;2;0;9;0;0;10;0;1;8;0;0;0;0;0;4;50
6621502:Auditoria e consultoria atuarial;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;150;163
6622300:Corretores e agentes de seguros, de planos de previdência complementar e de saúde;5;1;14;93;4;1;14;5;2;46;14;0;5;0;0;1;66;67;0;0;1;4;1;8;1;0;0;232;6;31;0;32;0;0;6;0;7;1;2;23;4;0;814;1;22;96;0;51;4;115;25;2600;4425
6629100:Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;0;0;0;29;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;22;0;0;0;1;0;0;0;18;0;0;7;0;24;0;0;1;0;0;0;300;442
6630400:Atividades de administração de fundos por contrato ou comissão;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;16;0;0;12;0;6;0;0;0;4;0;0;12;65
6810201:Compra e venda de imóveis próprios;2;0;0;37;0;9;11;2;0;49;24;1;2;0;3;2;14;135;0;1;4;0;1;16;3;0;0;57;0;0;0;44;0;2;0;0;3;0;13;45;0;0;1164;1;139;15;3;13;0;7;0;399;2221
6810202:Aluguel de imóveis próprios;2;0;0;94;0;0;9;1;0;37;3;0;1;0;0;0;1;12;0;0;3;1;4;3;0;1;0;139;0;2;0;51;0;0;0;1;1;0;0;42;0;1;548;0;5;4;0;32;0;25;0;866;1889
6810203:Loteamento de imóveis próprios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;54;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;1;63
6821801:Corretagem na compra e venda e avaliação de imóveis;0;1;2;102;40;0;25;4;13;31;6;0;2;0;5;0;26;30;0;1;9;14;1;4;0;0;0;64;1;13;0;19;0;4;2;1;9;0;2;80;0;3;388;0;86;29;0;68;7;5;6;587;1690
6821802:Corretagem no aluguel de imóveis;6;0;0;108;2;0;17;0;0;63;1;0;0;0;1;0;7;23;0;2;1;0;2;5;0;0;0;85;0;11;0;5;0;0;0;0;0;0;1;26;0;0;371;0;12;58;2;42;0;10;0;553;1414
6822600:Gestão e administração da propriedade imobiliária;0;1;5;280;0;2;24;12;0;65;79;5;1;2;1;0;19;21;5;0;2;4;1;0;2;0;0;225;1;24;0;38;0;0;0;1;0;0;0;177;0;8;636;1;170;73;0;72;1;5;4;1661;3628
6911701:Serviços advocatícios;9;10;15;639;7;12;52;19;24;96;20;11;16;14;18;4;48;75;1;11;16;11;9;45;27;1;0;515;14;19;0;89;5;7;20;0;40;2;20;135;1;7;1125;6;33;101;2;50;2;16;9;2148;5576
6911702:Atividades auxiliares da justiça;0;0;0;3;0;0;5;0;0;6;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;7;2;2;0;0;0;0;0;0;0;4;3;1;6;1;10;0;0;0;0;0;0;0;0;18;74
6911703:Agente de propriedade industrial;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3
6912500:Cartórios;45;52;68;353;54;56;85;52;29;260;81;60;76;83;103;63;226;126;20;42;89;51;30;28;58;8;11;410;53;48;33;202;28;22;23;29;44;26;70;219;22;41;1169;20;373;219;17;223;35;57;33;1439;7064
6920601:Atividades de contabilidade;34;61;177;1150;202;142;248;91;100;716;269;183;223;161;250;139;678;512;46;95;192;111;178;283;190;21;0;1636;102;291;43;581;58;59;35;23;204;71;242;602;68;95;4443;90;575;665;94;605;93;254;143;4235;21759
6920602:Atividades de consultoria e auditoria contábil e tributária;0;0;0;11;0;1;1;0;0;0;19;0;0;0;4;1;11;3;0;0;2;0;3;5;1;0;0;70;0;1;2;9;0;0;14;5;0;0;3;21;0;0;167;0;21;3;1;6;0;0;0;272;657
7020400:Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;1;0;10;468;0;0;4;0;2;59;0;14;0;4;2;0;6;7;0;3;0;3;5;2;2;0;0;200;101;3;0;7;0;0;2;0;1;0;2;31;0;0;1061;5;23;12;0;11;2;1;1;3381;5436
7111100:Serviços de arquitetura;0;0;2;76;3;2;6;1;0;27;2;1;0;1;3;0;15;11;0;0;0;1;1;0;3;0;0;41;1;4;0;3;0;0;3;0;2;0;2;4;0;0;147;0;4;21;0;28;0;0;0;198;613
7112000:Serviços de engenharia;240;4;2;895;24;0;454;4;3;214;1;2;9;33;0;17;36;46;1;9;21;2;25;5;4;6;0;385;23;3;1;86;0;3;1;1;60;0;20;145;3;8;2134;13;54;166;0;35;3;50;1;4136;9388
7119701:Serviços de cartografia, topografia e geodésia;0;0;41;76;18;1;65;0;1;16;7;1;0;0;1;0;26;4;1;2;0;9;9;10;0;0;3;38;0;1;0;9;0;26;1;0;0;0;4;12;0;2;148;0;5;20;2;3;1;8;4;757;1332
7119702:Atividades de estudos geológicos;0;0;0;30;0;0;0;0;0;0;0;1;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;453;0;0;133;0;0;0;0;0;73;0;3;1;0;0;0;26;0;99;845
7119703:Serviços de desenho técnico relacionados à arquitetura e engenharia;0;0;2;33;1;0;0;0;0;1;1;0;0;2;0;0;2;9;0;0;0;2;1;0;1;0;0;9;0;0;0;3;0;0;0;0;3;0;4;7;0;0;47;0;0;3;0;6;2;4;0;76;219
7119704:Serviços de perícia técnica relacionados à segurança do trabalho;0;0;0;9;0;0;0;0;0;7;0;1;6;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;1;0;8;0;4;3;5;59
7119799:Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;42;0;33;118;0;0;1;0;0;0;2;0;0;0;3;0;5;1;0;0;2;0;0;0;0;0;0;12;6;13;0;5;0;1;1;0;5;0;0;3;0;0;87;0;1;3;0;2;0;9;2;632;989
7120100:Testes e análises técnicas;0;0;5;64;21;0;0;0;0;1;0;1;0;0;19;0;25;12;0;0;7;0;0;0;0;0;0;232;0;1;0;123;60;84;0;0;0;0;0;6;0;0;458;0;1;7;20;0;0;2;0;42;1191
7210000:Pesquisa e desenvolvimento experimental em ciências físicas e naturais;139;0;0;245;26;0;1;0;0;172;0;0;0;0;0;0;33;90;0;0;1;0;0;0;0;0;0;0;0;0;0;292;0;0;0;0;1;0;92;1;0;0;706;0;7;200;0;57;0;0;0;3071;5134
7220700:Pesquisa e desenvolvimento experimental em ciências sociais e humanas;0;0;1;46;0;0;0;0;0;0;0;0;22;0;0;0;1;0;0;0;0;5;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0;10;96
7311400:Agências de publicidade;9;7;0;270;0;4;0;0;12;6;4;8;0;2;0;0;3;10;0;0;0;3;1;2;1;0;0;284;0;5;0;9;0;0;0;0;3;0;1;9;0;0;345;0;0;9;0;18;0;4;1;1067;2097
7312200:Agenciamento de espaços para publicidade, exceto em veículos de comunicação;0;0;3;58;0;0;0;0;1;7;0;0;2;6;0;0;10;3;0;0;0;11;0;3;4;0;0;87;1;11;0;11;0;0;0;0;0;0;2;17;0;0;210;0;5;8;0;3;0;0;0;304;767
7319001:Criação de estandes para feiras e exposições;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;5
7319002:Promoção de vendas;0;1;4;659;0;2;3;0;0;30;0;0;1;2;2;0;3;1;0;0;1;0;0;0;0;0;0;103;1;2;0;8;0;0;1;0;1;1;0;28;0;0;399;0;49;4;0;23;0;2;16;469;1816
7319003:Marketing direto;0;0;0;16;3;0;6;0;0;3;3;0;1;1;0;0;3;6;0;0;0;0;1;0;1;0;0;19;0;9;0;10;0;0;0;0;1;0;0;1;0;0;270;0;9;1;0;2;0;0;0;62;428
7319004:Consultoria em publicidade;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;28;46
7319099:Outras atividades de publicidade não especificadas anteriormente;0;0;2;45;1;10;1;5;0;4;2;0;1;4;4;2;1;0;3;0;0;5;0;14;1;0;0;53;0;4;0;1;0;0;2;0;0;0;8;12;0;2;81;0;11;20;0;4;0;6;0;110;419
7320300:Pesquisas de mercado e de opinião pública;0;0;5;10;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;5;0;0;0;139;217
7410201:Design;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;44;0;2;10;0;0;1;0;0;4;64
7410202:Decoração de interiores;0;0;0;12;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;27;0;6;0;2;0;0;0;0;0;1;0;2;0;0;48;0;5;4;0;0;0;0;0;105;219
7420001:Atividades de produção de fotografias, exceto aérea e submarina;0;0;2;75;4;3;1;0;0;10;2;1;0;0;1;1;10;4;0;1;2;2;1;0;2;2;0;77;0;2;0;23;0;0;0;0;2;0;11;30;0;11;133;0;8;32;0;43;3;6;2;171;678
7420002:Atividades de produção de fotografias aéreas e submarinas;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;7
7420003:Laboratórios fotográficos;0;0;0;3;0;0;0;0;0;0;1;0;2;3;1;0;0;5;2;0;0;0;0;0;1;0;0;18;3;8;0;3;0;0;0;1;3;0;0;0;0;0;76;0;0;1;0;12;1;0;0;59;203
7420004:Filmagem de festas e eventos;0;0;0;29;0;1;0;0;0;10;0;1;0;0;0;0;0;11;0;4;0;22;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;5;9;0;0;17;0;1;1;0;2;0;3;0;80;207
7420005:Serviços de microfilmagem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;14;19
7490101:Serviços de tradução, interpretação e similares;0;6;0;9;1;0;16;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;6;0;0;0;0;0;0;0;6;0;0;9;0;1;0;0;3;0;0;0;27;90
7490102:Escafandria e mergulho;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;9
7490103:Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;2;6;38;81;37;2;3;3;1;81;8;3;6;11;10;96;114;4;2;5;16;2;0;9;4;0;1;17;5;17;0;77;6;0;4;3;3;1;10;3;2;7;83;0;49;52;4;30;8;0;6;553;1485
7490104:Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;3;0;0;111;0;1;2;3;0;8;1;0;0;0;5;0;2;3;0;0;0;0;0;0;4;0;0;170;0;6;0;9;0;0;1;3;0;0;6;27;1;0;279;0;0;20;1;32;0;0;1;595;1294
7490105:Agenciamento de profissionais para atividades esportivas, culturais e artísticas;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;17;0;0;0;0;0;0;0;0;6;28
7490199:Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;4;0;4;76;2;3;7;0;0;8;0;9;12;0;0;0;20;4;0;3;0;0;1;1;1;0;0;63;0;0;0;7;0;0;1;0;4;23;13;6;0;0;178;18;59;11;0;24;0;20;1;1646;2229
7500100:Atividades veterinárias;1;4;0;73;9;0;4;4;1;22;8;1;2;5;5;1;0;1;1;0;2;6;2;9;2;2;0;27;2;0;0;7;0;1;0;0;0;0;0;9;0;0;66;0;7;6;0;6;5;1;0;201;503
7711000:Locação de automóveis sem condutor;7;0;5;248;4;11;69;4;14;467;2;3;38;0;11;16;36;33;0;0;7;4;6;6;1;0;0;483;6;4;0;19;0;0;16;0;42;0;15;71;2;0;523;16;5;63;6;30;2;6;12;1413;3726
7719501:Locação de embarcações sem tripulação, exceto para fins recreativos;0;0;0;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;42
7719502:Locação de aeronaves sem tripulação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;2;9
7719599:Locação de outros meios de transporte não especificados anteriormente, sem condutor;0;0;0;24;0;0;7;0;2;2;0;3;0;1;0;0;0;13;0;0;0;1;1;3;0;0;0;20;11;7;0;2;0;0;2;0;4;9;19;8;0;0;148;13;3;2;1;43;0;1;25;96;471
7721700:Aluguel de equipamentos recreativos e esportivos;0;0;1;17;0;0;0;0;4;7;9;5;3;0;1;0;0;0;0;0;0;3;0;0;0;0;0;10;0;0;0;1;0;0;0;0;1;0;0;11;0;0;32;0;3;5;0;63;0;0;0;24;200
7722500:Aluguel de fitas de vídeo, DVDs e similares;4;0;0;9;0;0;1;0;3;10;0;1;1;0;3;0;7;7;0;0;0;3;0;5;0;0;0;8;0;1;0;8;1;1;0;1;5;1;2;3;0;1;73;0;5;15;3;12;0;5;2;92;293
7723300:Aluguel de objetos do vestuário, jóias e acessórios;0;1;0;92;0;2;12;0;0;124;9;0;0;1;0;0;106;8;0;0;0;2;0;8;2;12;0;120;1;5;0;18;0;0;1;3;4;0;12;39;1;4;289;0;25;43;19;39;34;0;1;317;1354
7729201:Aluguel de aparelhos de jogos eletrônicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;6;1;2;4;0;1;0;0;1;1;23
7729202:Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal;0;0;0;35;0;0;0;0;0;2;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;132;19;1;0;6;0;1;0;0;6;0;5;21;0;3;236;0;7;12;2;0;2;2;1;183;685
7729203:Aluguel de material médico;0;0;0;7;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;173
7729299:Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;0;0;0;10;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;2;0;0;27;0;0;1;0;0;0;0;0;97;153
7731400:Aluguel de máquinas e equipamentos agrícolas sem operador;0;8;1;126;5;2;9;2;0;98;3;0;2;0;18;0;8;1;0;0;1;0;0;17;0;0;0;15;1;16;0;57;42;0;8;0;8;2;48;8;6;19;171;0;121;41;58;18;6;5;7;19;977
7732201:Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;33;0;1;542;3;0;96;4;2;136;7;7;3;11;3;0;61;20;0;3;2;5;17;14;18;0;0;375;1;9;0;59;0;0;1;0;101;1;25;188;10;10;830;0;40;71;10;34;0;24;8;914;3699
7732202:Aluguel de andaimes;0;0;0;24;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;36;0;2;0;0;0;0;0;0;4;0;0;0;18;0;134;0;4;5;0;4;0;4;0;213;450
7733100:Aluguel de máquinas e equipamentos para escritório;0;0;0;132;0;0;0;0;0;5;1;0;15;0;0;3;0;4;0;0;0;0;0;0;0;2;0;12;11;0;0;1;0;0;0;0;2;0;0;0;4;1;119;0;0;2;0;0;0;6;1;248;569
7739001:Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
7739002:Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;0;0;0;14;0;1;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;786;0;6;1;0;0;0;0;0;62;879
7739003:Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;0;2;0;82;1;6;0;0;0;4;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;48;0;0;0;17;0;0;0;0;20;2;8;33;5;0;250;3;7;5;0;12;4;5;0;285;804
7739099:Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;7;0;0;133;3;3;8;2;1;5;0;0;0;3;2;2;0;4;0;0;0;2;9;1;8;0;0;190;5;2;0;68;0;1;1;0;32;0;7;37;198;0;538;13;32;50;0;20;6;7;0;318;1718
7740300:Gestão de ativos intangíveis não-financeiros;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;67;98
7810800:Seleção e agenciamento de mão-de-obra;2;0;0;1057;1;0;34;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;0;1;0;1;0;0;0;0;2;0;0;0;0;0;501;0;2;2;0;0;0;26;0;5805;7441
7820500:Locação de mão-de-obra temporária;0;0;0;534;0;0;0;0;0;1;0;0;0;0;0;4;0;2;0;0;0;0;0;8;0;0;0;1552;0;4;0;57;1;0;0;0;205;0;0;45;0;0;7752;1;9;10;85;0;0;203;0;8204;18677
7830200:Fornecimento e gestão de recursos humanos para terceiros;0;0;0;880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;2;0;0;0;0;0;0;0;19;0;0;106;0;76;0;0;15;0;88;0;4892;6089
7911200:Agências de viagens;59;23;21;354;5;10;13;1;149;74;11;15;37;9;14;5;71;27;0;8;24;4;10;125;7;0;3;467;23;28;3;56;0;2;2;4;25;3;4;98;0;9;836;5;30;101;5;119;0;13;2;2341;5255
7912100:Operadores turísticos;17;5;0;22;0;0;0;0;10;2;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;14;0;6;0;0;2;0;0;0;67;160
7990200:Serviços de reservas e outros serviços de turismo não especificados anteriormente;0;0;0;14;3;0;0;4;36;0;8;0;0;0;3;0;11;8;0;0;3;0;0;0;0;0;0;15;0;2;0;0;0;3;0;0;0;1;0;75;0;0;153;0;7;10;8;85;0;0;0;498;947
8011101:Atividades de vigilância e segurança privada;0;11;623;2387;1;23;226;1;3;857;140;0;0;0;22;32;53;381;0;0;0;148;53;89;0;59;0;5599;0;2;0;131;11;34;9;0;89;0;83;424;7;0;15046;0;301;704;4;21;0;109;75;24755;52513
