Coluna;Microrregião
CNAE 2.0 Subclasse;50001:BAIXO PANTANAL;50002:AQUIDAUANA;50003:ALTO TAQUARI;50004:CAMPO GRANDE;50005:CASSILÂNDIA;50006:PARANAÍBA;50007:TRÊS LAGOAS;50008:NOVA ANDRADINA;50009:BODOQUENA;50010:DOURADOS;50011:IGUATEMI;51001:ARIPUANÃ;51002:ALTA FLORESTA;51003:COLÍDER;51004:PARECIS;51005:ARINOS;51006:ALTO TELES PIRES;51007:SINOP;51008:PARANATINGA;51009:NORTE ARAGUAIA;51010:CANARANA;51011:MÉDIO ARAGUAIA;51012:ALTO GUAPORÉ;51013:TANGARÁ DA SERRA;51014:JAURU;51015:ALTO PARAGUAI;51016:ROSÁRIO OESTE;51017:CUIABÁ;51018:ALTO PANTANAL;51019:PRIMAVERA DO LESTE;51020:TESOURO;51021:RONDONÓPOLIS;51022:ALTO ARAGUAIA;52001:SÃO MIGUEL DO ARAGUAIA;52002:RIO VERMELHO;52003:ARAGARÇAS;52004:PORANGATU;52005:CHAPADA DOS VEADEIROS;52006:CERES;52007:ANÁPOLIS;52008:IPORÁ;52009:ANICUNS;52010:GOIÂNIA;52011:VÃO DO PARANÃ;52012:ENTORNO DE BRASÍLIA;52013:SUDOESTE DE GOIÁS;52014:VALE DO RIO DOS BOIS;52015:MEIA PONTE;52016:PIRES DO RIO;52017:CATALÃO;52018:QUIRINÓPOLIS;53001:BRASÍLIA;Total
2229399:Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;0;0;0;254;0;0;5;0;0;58;0;0;0;0;0;0;28;0;0;0;0;0;0;5;0;0;0;116;0;0;0;6;0;0;0;0;0;0;0;260;3;14;380;0;14;0;0;18;0;33;0;166;1360
2311700:Fabricação de vidro plano e de segurança;0;0;0;177;0;0;0;0;0;87;59;0;0;0;0;0;32;92;0;0;0;0;0;0;0;0;0;290;0;0;0;0;0;0;0;0;54;0;0;45;0;0;683;0;0;4;0;0;0;0;0;327;1850
2312500:Fabricação de embalagens de vidro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
2319200:Fabricação de artigos de vidro;0;0;3;26;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;23;0;0;37;0;0;0;0;17;0;0;0;17;149
2320600:Fabricação de cimento;125;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;186;0;0;0;0;0;0;0;0;0;38;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;164;0;0;0;0;1102;1986
2330301:Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;0;3;27;381;27;10;42;7;36;276;30;46;1;16;40;16;359;47;1;38;61;23;2;85;0;0;0;536;0;76;0;182;0;9;15;3;0;4;10;225;14;3;842;6;163;124;19;76;28;64;46;173;4192
2330302:Fabricação de artefatos de cimento para uso na construção;18;1;2;150;11;22;36;57;21;130;25;26;111;33;31;12;106;100;2;2;20;116;0;42;8;0;0;384;0;72;0;58;0;0;1;0;20;3;32;154;0;40;893;2;200;102;27;72;22;14;18;342;3538
2330303:Fabricação de artefatos de fibrocimento para uso na construção;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;2;0;0;0;0;0;0;4;0;3;0;48;0;0;0;0;1;0;0;150;0;0;370;0;0;4;0;1;0;0;0;24;613
2330304:Fabricação de casas pré-moldadas de concreto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;11;35
2330305:Preparação de massa de concreto e argamassa para construção;0;0;0;61;0;2;24;10;0;49;104;4;10;0;0;1;53;50;0;0;2;0;0;0;0;0;0;74;0;5;0;55;0;0;0;0;0;0;3;27;0;0;90;0;101;72;2;44;0;16;10;215;1084
2330399:Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;0;0;15;123;22;22;17;20;13;74;30;4;10;0;6;1;67;14;0;11;5;6;0;1;1;0;0;136;1;12;0;20;3;13;3;57;6;0;59;85;16;47;884;0;24;32;0;66;0;31;2;43;2002
2341900:Fabricação de produtos cerâmicos refratários;48;0;0;0;0;0;0;0;22;0;0;0;34;9;0;0;0;0;0;0;0;8;0;0;0;0;0;30;0;0;0;0;0;0;10;0;139;0;4;100;0;77;39;0;0;0;144;0;0;53;4;28;749
2342701:Fabricação de azulejos e pisos;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;215;0;0;23;0;0;0;0;0;0;0;0;0;270
2342702:Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;4;79;321;260;0;37;321;109;98;89;64;105;50;122;31;37;161;248;7;24;98;65;83;175;18;0;31;633;175;84;18;282;0;39;87;8;385;95;186;1023;69;563;515;61;341;122;239;255;644;145;145;38;8789
2349499:Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;0;31;102;2;0;0;15;0;6;24;0;2;0;0;6;0;31;0;0;0;0;0;2;0;0;0;0;33;0;0;0;3;0;0;32;0;51;6;1;131;0;1;0;0;32;0;0;24;0;0;0;2;537
2391501:Britamento de pedras, exceto associado à extração;0;0;0;4;0;0;0;0;1;10;1;0;0;17;0;0;0;0;0;0;0;0;7;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;101;8;0;10;0;0;0;8;212
2391502:Aparelhamento de pedras para construção, exceto associado à extração;0;0;0;14;0;0;10;0;0;3;1;0;0;0;5;0;0;0;0;0;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;2;0;0;0;20;0;79;7;0;3;2;2;0;34;191
2391503:Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;0;4;12;46;2;0;18;20;2;89;11;1;18;21;7;11;60;37;4;0;36;4;13;59;11;0;0;110;7;33;0;51;0;0;5;1;19;0;31;107;12;18;728;14;168;126;1;62;26;54;5;357;2421
2392300:Fabricação de cal e gesso;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;49;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;0;23;0;0;0;0;89
2399101:Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;58;0;0;1;0;0;0;0;0;0;63
2399199:Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente;0;0;0;24;0;0;8;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;1;0;0;0;47;0;1;0;3;0;3;0;0;0;0;0;54;0;77;114;0;0;0;169;3;0;0;0;34;551
2411300:Produção de ferro-gusa;277;217;0;1;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;681
2412100:Produção de ferroligas;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;411;0;0;0;0;0;6;0;0;0;0;0;0;545;0;0;1051
2422901:Produção de laminados planos de aço ao carbono, revestidos ou não;0;0;0;0;0;2;0;0;0;0;0;0;12;0;0;0;14;11;0;0;0;15;0;16;0;0;0;328;13;11;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;445
2422902:Produção de laminados planos de aços especiais;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2423701:Produção de tubos de aço sem costura;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2423702:Produção de laminados longos de aço, exceto tubos;0;0;0;0;0;0;145;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;166
2424501:Produção de arames de aço;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;15
2424502:Produção de relaminados, trefilados e perfilados de aço, exceto arames;0;0;0;16;0;0;0;1;0;0;0;0;0;0;6;0;0;94;0;0;0;0;0;0;0;0;0;158;0;0;0;52;0;0;0;0;0;0;99;8;0;0;6;0;20;0;0;0;0;0;0;0;460
2439300:Produção de outros tubos de ferro e aço;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;1;0;0;0;0;27
2441501:Produção de alumínio e suas ligas em formas primárias;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;0;0;0;4;0;0;0;0;0;0;0;0;0;0;164;0;0;0;0;0;0;0;0;0;342
2441502:Produção de laminados de alumínio;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;2;0;0;0;0;0;20;0;0;3;0;0;0;0;0;56;156
2442300:Metalurgia dos metais preciosos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;19;30
2443100:Metalurgia do cobre;0;0;0;0;0;0;114;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132
2449101:Produção de zinco em formas primárias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
2449102:Produção de laminados de zinco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2449103:Produção de soldas e ânodos para galvanoplastia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
2449199:Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;195;0;16;0;0;0;0;0;0;22;262
2451200:Fundição de ferro e aço;0;0;0;50;0;73;0;0;0;21;0;0;0;0;0;0;29;1;0;0;0;0;0;6;0;0;0;50;0;0;0;15;0;0;0;0;0;0;0;5;0;0;142;0;0;24;0;0;0;0;0;8;424
2452100:Fundição de metais não-ferrosos e suas ligas;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;17;28;0;0;153;0;0;6;0;0;0;4;0;12;222
2511000:Fabricação de estruturas metálicas;0;0;12;172;23;77;62;24;0;70;42;3;22;63;37;9;304;110;4;18;55;6;0;9;45;3;0;363;7;105;0;95;7;9;4;0;132;0;42;279;0;0;927;6;120;383;3;80;21;118;21;643;4535
2512800:Fabricação de esquadrias de metal;1;4;71;237;26;13;61;10;14;133;61;12;5;6;21;23;126;61;14;10;18;4;8;50;13;0;0;150;11;47;0;27;5;6;7;2;124;2;16;648;33;16;1358;0;187;68;6;53;6;57;192;1092;5115
2513600:Fabricação de obras de caldeiraria pesada;0;0;0;0;0;0;0;0;0;38;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;0;0;0;5;0;0;20;0;2;0;0;0;24;0;0;0;1;2;0;0;0;23;125
2521700:Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;0;0;14;19;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;7;0;12;0;1;0;0;0;11;0;0;0;0;0;0;0;0;2;0;0;39;2;0;318;0;10;20;0;7;0;0;0;77;542
2522500:Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;31;0;0;0;0;0;0;0;0;0;48
2531401:Produção de forjados de aço;0;0;0;2;0;0;0;0;0;0;0;11;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;9;0;0;0;0;0;0;0;5;0;0;3;0;0;0;0;0;0;1;0;22;66
2531402:Produção de forjados de metais não-ferrosos e suas ligas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;0;0;1;0;0;0;0;0;0;67
2532201:Produção de artefatos estampados de metal;0;0;3;484;0;0;10;96;0;14;10;2;3;1;4;0;46;38;0;0;1;2;6;17;0;0;0;10;0;21;0;7;0;0;0;0;0;0;0;26;0;0;266;0;0;62;0;11;0;0;1;9;1150
2539001:Serviços de usinagem, tornearia e solda;6;8;1;22;31;8;25;19;0;50;10;2;23;3;10;19;54;11;5;0;16;1;1;14;3;2;0;64;1;36;0;14;0;2;1;0;20;0;25;18;2;0;128;5;56;35;0;22;3;12;2;42;832
2539002:Serviços de tratamento e revestimento em metais;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;25;0;0;0;0;1;0;0;0;12;48
2542000:Fabricação de artigos de serralheria, exceto esquadrias;1;4;8;64;15;24;46;20;24;68;32;3;10;22;3;6;69;7;0;0;13;4;5;13;16;3;0;71;1;9;0;85;2;0;4;1;11;0;30;67;13;11;677;11;60;48;7;55;16;21;2;267;1949
2543800:Fabricação de ferramentas;0;0;1;0;0;86;0;0;0;0;0;2;0;0;0;0;11;46;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;28;0;0;53;0;0;18;0;1;0;0;0;0;250
2550101:Fabricação de equipamento bélico pesado, exceto veículos militares de combate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;10
2591800:Fabricação de embalagens metálicas;0;0;0;0;0;0;47;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;0;0;200;0;0;135;0;108;107;0;55;0;0;0;113;854
2592601:Fabricação de produtos de trefilados de metal padronizados;0;0;0;0;0;1;100;0;0;0;9;0;0;1;0;0;7;14;0;0;0;0;0;2;0;0;0;13;0;3;0;0;0;0;0;0;0;0;3;92;0;0;201;0;9;10;0;192;0;3;0;0;660
2592602:Fabricação de produtos de trefilados de metal, exceto padronizados;0;0;0;11;0;19;6;0;0;0;0;1;0;0;11;0;62;0;0;0;0;0;0;0;0;0;0;32;0;2;0;8;0;0;0;0;0;0;0;0;0;0;84;0;0;4;0;0;0;0;0;54;294
2593400:Fabricação de artigos de metal para uso doméstico e pessoal;1;2;0;19;0;15;0;9;0;38;6;0;0;0;21;0;47;16;0;0;0;0;0;17;0;0;0;2;0;0;0;9;0;0;0;0;0;0;0;51;0;0;84;0;0;0;0;8;0;0;0;42;387
2599301:Serviços de confecção de armações metálicas para a construção;4;3;29;37;1;0;1;3;0;32;2;0;6;0;0;8;15;0;0;0;1;0;0;6;0;0;0;57;0;0;0;6;0;0;0;0;5;0;1;26;0;0;121;0;22;4;0;5;0;0;4;174;573
2599302:Serviços de corte e dobra de metais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2599399:Fabricação de outros produtos de metal não especificados anteriormente;0;5;0;129;1;15;6;1;6;17;1;1;1;4;1;0;51;14;2;0;0;0;0;6;13;0;0;105;0;7;0;91;0;1;2;0;8;0;0;127;0;2;1058;5;164;16;0;185;4;19;1;432;2501
2610800:Fabricação de componentes eletrônicos;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;142;0;0;4;0;0;0;0;0;2;169
2621300:Fabricação de equipamentos de informática;1;0;0;25;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;87;148
2622100:Fabricação de periféricos para equipamentos de informática;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;6;0;0;14;0;0;0;0;2;0;0;0;42;81
2631100:Fabricação de equipamentos transmissores de comunicação, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;3;0;0;20;0;0;0;0;0;0;0;0;10;52
2632900:Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;10
2640000:Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0;142;0;1;11;0;12;0;0;0;11;186
2651500:Fabricação de aparelhos e equipamentos de medida, teste e controle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;151;185
2660400:Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;3;0;0;0;0;0;0;64;76
2670101:Fabricação de equipamentos e instrumentos ópticos, peças e acessórios;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2670102:Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;6
2680900:Fabricação de mídias virgens, magnéticas e ópticas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2710401:Fabricação de geradores de corrente contínua e alternada, peças e acessórios;0;0;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;3;0;0;2;0;0;0;0;0;0;34
2710402:Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;430;0;0;0;9;0;0;0;0;0;0;0;0;0;0;136;0;0;0;0;3;0;77;0;0;691
2710403:Fabricação de motores elétricos, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;14;32
2721000:Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2722801:Fabricação de baterias e acumuladores para veículos automotores;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;9
2722802:Recondicionamento de baterias e acumuladores para veículos automotores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63;0;0;0;0;0;1;0;0;0;0;64
2731700:Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;62;0;0;94;0;0;8;0;580;0;91;0;153;1032
2732500:Fabricação de material elétrico para instalações em circuito de consumo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;87;0;0;2;0;0;0;0;0;0;91
2733300:Fabricação de fios, cabos e condutores elétricos isolados;0;0;0;0;0;43;47;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;9;0;0;0;0;0;0;0;0;45;268
2740601:Fabricação de lâmpadas;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
2740602:Fabricação de luminárias e outros equipamentos de iluminação;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;31;0;0;16;0;0;0;0;0;0;0;0;13;75
2751100:Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios;0;0;0;0;0;0;1521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;1550
2759701:Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54
2759799:Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;8;81
2790202:Fabricação de equipamentos para sinalização e alarme;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;74;0;0;0;0;0;0;0;0;274;357
2790299:Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;0;1;249;0;0;0;0;13;0;0;0;211;581
2811900:Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9
2812700:Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;3;0;0;206;0;0;13;0;0;0;0;0;0;233
2813500:Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;428;0;16;0;0;0;0;0;0;0;445
2815102:Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;70
2821601:Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;46
2821602:Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;2;9
2822401:Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;83;0;0;0;0;0;0;0;0;177;320
2822402:Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;6;0;7;0;0;0;0;0;0;16;0;0;0;0;0;0;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;45;0;2;0;0;0;0;0;0;0;126
2823200:Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;0;0;0;48;0;1;2;7;0;7;0;0;2;4;0;0;2;34;0;0;0;0;0;18;1;0;0;124;0;2;0;1;0;0;5;0;0;0;0;24;0;0;162;0;11;0;0;3;0;0;0;73;531
2824101:Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;48
2824102:Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
