Coluna;Microrregião
CNAE 2.0 Subclasse;21001:LITORAL OCIDENTAL MARANHENSE;21002:AGLOMERAÇÃO URBANA DE SÃO LUÍS;21003:ROSÁRIO;21004:LENÇOIS MARANHENSES;21005:BAIXADA MARANHENSE;21006:ITAPECURU MIRIM;21007:GURUPI-MA;21008:PINDARÉ;21009:IMPERATRIZ;21010:MÉDIO MEARIM;21011:ALTO MEARIM E GRAJAÚ;21012:PRESIDENTE DUTRA;21013:BAIXO PARNAÍBA MARANHENSE;21014:CHAPADINHA;21015:CODÓ;21016:COELHO NETO;21017:CAXIAS;21018:CHAPADAS DO ALTO ITAPECURU;21019:PORTO FRANCO;21020:GERAIS DE BALSAS;21021:CHAPADAS DAS MANGABEIRAS;22001:BAIXO PARNAÍBA PIAUIENSE;22002:LITORAL PIAUIENSE;22003:TERESINA;22004:CAMPO MAIOR;22005:MÉDIO PARNAÍBA PIAUIENSE;22006:VALENÇA DO PIAUÍ;22007:ALTO PARNAÍBA PIAUIENSE;22008:BERTOLÍNIA;22009:FLORIANO;22010:ALTO MÉDIO GURGUÉIA;22011:SÃO RAIMUNDO NONATO;22012:CHAPADAS DO EXTREMO SUL PIAUIENSE;22013:PICOS;22014:PIO IX;22015:ALTO MÉDIO CANINDÉ;23001:LITORAL DE CAMOCIM E ACARAÚ;23002:IBIAPABA;23003:COREAÚ;23004:MERUOCA;23005:SOBRAL;23006:IPU;23007:SANTA QUITÉRIA;23008:ITAPIPOCA;23009:BAIXO CURU;23010:URUBURETAMA;23011:MÉDIO CURU;23012:CANINDÉ;23013:BATURITÉ;23014:CHOROZINHO;23015:CASCAVEL-CE;23016:FORTALEZA;23017:PACAJUS;23018:SERTÃO DE CRATÉUS;23019:SERTÃO DE QUIXERAMOBIM;23020:SERTÃO DE INHAMUNS;23021:SERTÃO DE SENADOR POMPEU;23022:LITORAL DE ARACATI;23023:BAIXO JAGUARIBE;23024:MÉDIO JAGUARIBE;23025:SERRA DO PEREIRO;23026:IGUATU;23027:VÁRZEA ALEGRE;23028:LAVRAS DA MANGABEIRA;23029:CHAPADA DO ARARIPE;23030:CARIRIAÇU;23031:BARRO;23032:CARIRI;23033:BREJO SANTO;24001:MOSSORÓ;24002:CHAPADA DO APODI;24003:MÉDIO OESTE;24004:VALE DO AÇU;24005:SERRA DE SÃO MIGUEL;24006:PAU DOS FERROS;24007:UMARIZAL;24008:MACAU;24009:ANGICOS;24010:SERRA DE SANTANA;24011:SERIDÓ OCIDENTAL;24012:SERIDÓ ORIENTAL;24013:BAIXA VERDE;24014:BORBOREMA POTIGUAR;24015:AGRESTE POTIGUAR;24016:LITORAL NORDESTE;24017:MACAÍBA;24018:NATAL;24019:LITORAL SUL-RN;25001:CATOLÉ DO ROCHA;25002:CAJAZEIRAS;25003:SOUSA;25004:PATOS;25005:PIANCÓ;25006:ITAPORANGA;25007:SERRA DO TEIXEIRA;25008:SERIDÓ OCIDENTAL PARAIBANO;25009:SERIDÓ ORIENTAL PARAIBANO;25010:CARIRI OCIDENTAL;25011:CARIRI ORIENTAL;25012:CURIMATAÚ OCIDENTAL;25013:CURIMATAÚ ORIENTAL;25014:ESPERANÇA;25015:BREJO PARAIBANO;25016:GUARABIRA;25017:CAMPINA GRANDE;25018:ITABAIANA;25019:UMBUZEIRO;25020:LITORAL NORTE;25021:SAPÉ;25022:JOÃO PESSOA;25023:LITORAL SUL-PB;26001:ARARIPINA;26002:SALGUEIRO;26003:PAJEÚ;26004:SERTÃO DO MOXOTÓ;26005:PETROLINA;26006:ITAPARICA;26007:VALE DO IPANEMA;26008:VALE DO IPOJUCA;26009:ALTO CAPIBARIBE;26010:MÉDIO CAPIBARIBE;26011:GARANHUNS;26012:BREJO PERNAMBUCANO;26013:MATA SETENTRIONAL PERNAMBUCANA;26014:VITÓRIA DE SANTO ANTÃO;26015:MATA MERIDIONAL PERNAMBUCANA;26016:ITAMARACÁ;26017:RECIFE;26018:SUAPE;26019:FERNANDO DE NORONHA;27001:SERRANA DO SERTÃO ALAGOANO;27002:ALAGOANA DO SERTÃO DO SÃO FRANCISCO;27003:SANTANA DO IPANEMA;27004:BATALHA;27005:PALMEIRA DOS ÍNDIOS;27006:ARAPIRACA;27007:TRAIPU;27008:SERRANA DOS QUILOMBOS;27009:MATA ALAGOANA;27010:LITORAL NORTE ALAGOANO;27011:MACEIÓ;27012:SÃO MIGUEL DOS CAMPOS;27013:PENEDO;28001:SERGIPANA DO SERTÃO DO SÃO FRANCISCO;28002:CARIRA;28003:NOSSA SENHORA DAS DORES;28004:AGRESTE DE ITABAIANA;28005:TOBIAS BARRETO;28006:AGRESTE DE LAGARTO;28007:PROPRIÁ;28008:COTINGUIBA;28009:JAPARATUBA;28010:BAIXO COTINGUIBA;28011:ARACAJU;28012:BOQUIM;28013:ESTÂNCIA;29001:BARREIRAS;29002:COTEGIPE;29003:SANTA MARIA DA VITÓRIA;29004:JUAZEIRO;29005:PAULO AFONSO;29006:BARRA;29007:BOM JESUS DA LAPA;29008:SENHOR DO BONFIM;29009:IRECÊ;29010:JACOBINA;29011:ITABERABA;29012:FEIRA DE SANTANA;29013:JEREMOABO;29014:EUCLIDES DA CUNHA;29015:RIBEIRA DO POMBAL;29016:SERRINHA;29017:ALAGOINHAS;29018:ENTRE RIOS;29019:CATU;29020:SANTO ANTÔNIO DE JESUS;29021:SALVADOR;29022:BOQUIRA;29023:SEABRA;29024:JEQUIÉ;29025:LIVRAMENTO DO BRUMADO;29026:GUANAMBI;29027:BRUMADO;29028:VITÓRIA DA CONQUISTA;29029:ITAPETINGA;29030:VALENÇA;29031:ILHÉUS-ITABUNA;29032:PORTO SEGURO;Total
8112500:Condomínios prediais;0;2614;0;65;0;0;0;13;727;25;0;0;0;0;0;0;112;0;2;24;0;0;140;2697;2;0;0;51;0;0;12;0;0;51;0;6;7;14;0;1;191;0;0;25;43;0;0;0;57;0;28;14758;11;0;2;0;0;25;5;0;0;5;0;0;0;0;0;435;0;733;0;0;0;0;0;0;1;0;3;13;10;0;11;5;56;272;5337;101;6;16;20;88;0;7;0;0;0;1;1;0;4;5;117;14;1457;27;0;4;221;8110;17;10;40;4;9;754;0;0;2180;410;14;112;71;179;147;284;81;25154;928;0;0;0;0;0;9;66;0;3;0;47;4516;5;0;5;0;5;69;7;30;8;0;0;0;7324;10;69;214;0;0;209;14;0;2;4;18;20;20;937;0;0;0;21;50;40;624;187;26580;0;7;91;0;23;8;1034;18;33;1126;615;113250
8121400:Limpeza em prédios e em domicílios;0;3507;0;1;8;12;0;1;442;36;0;0;0;0;0;3;0;60;0;1;0;0;7;6059;5;82;0;0;0;0;0;0;8;8;0;13;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5643;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;110;0;9;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;2921;0;0;0;0;0;0;0;0;0;0;14;0;22;0;0;0;0;2169;0;0;0;0;2095;18;0;0;0;0;344;211;0;35;0;0;73;1;145;36;23;58;16412;5;0;0;0;0;0;0;12;0;0;3;0;5128;90;0;0;0;0;22;0;1;0;147;0;0;5931;0;14;0;0;0;0;47;0;0;3;0;0;0;759;0;0;0;0;355;0;45;11;11234;0;0;0;0;1;5;9;0;1;161;452;65040
8122200:Imunização e controle de pragas urbanas;0;133;0;0;0;0;0;1;17;0;0;0;0;0;2;0;2;1;0;12;0;0;2;125;8;0;10;0;0;1;0;0;0;0;0;1;0;1;0;0;4;0;0;0;0;0;0;0;0;3;2;294;0;0;4;0;0;2;1;0;0;5;0;0;0;0;0;14;0;7;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;215;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;84;0;3;0;0;3;7;0;0;13;0;0;30;0;13;0;0;4;489;2;0;0;0;1;0;0;11;0;0;0;0;433;0;0;0;0;0;3;0;0;0;0;0;0;285;0;0;12;0;1;1;5;0;0;0;2;0;0;60;0;0;0;3;8;0;7;10;405;0;0;3;4;9;0;12;1;0;11;21;2848
8129000:Atividades de limpeza não especificadas anteriormente;0;1410;0;0;0;13;0;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3103;0;0;0;0;0;3;0;0;0;15;8;9;0;0;0;0;65;2;0;0;0;0;0;0;0;0;0;701;8;0;0;0;0;19;0;0;0;3;0;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;82;0;0;0;15;0;36;0;0;28;0;0;0;0;186;0;0;236;520;2;0;0;0;0;0;0;0;0;0;0;0;2869;3;0;0;0;0;0;0;0;0;0;0;0;385;61;0;11;0;0;1;0;0;0;37;130;8;0;29;0;0;0;0;131;0;78;2;1498;0;0;0;0;0;0;0;0;1;6;5;11833
8130300:Atividades paisagísticas;0;262;13;0;3;2;0;20;1;0;0;0;0;0;0;1;0;0;0;2;0;0;4;22;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;804;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;11;0;0;66;0;0;0;0;0;0;0;0;0;0;2;0;5;42;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;58;16;0;1;4;0;8;0;0;27;0;0;3;1;2;0;0;15;636;0;0;0;0;0;0;0;5;0;0;0;0;108;0;0;0;0;0;1;0;0;0;0;7;0;71;0;10;17;0;0;27;0;0;0;8;0;0;0;236;0;0;0;0;10;4;1;93;1470;0;0;3;1;0;0;6;0;0;36;46;4207
8211300:Serviços combinados de escritório e apoio administrativo;0;3518;0;0;6;0;0;0;171;8;7;0;0;2;0;0;8;0;16;26;0;1;14;831;17;1;9;8;0;5;1;0;0;3;0;0;0;218;0;0;60;1;0;11;1;3;2;0;26;1;12;7138;16;0;33;0;0;41;17;1;0;43;0;0;0;1;1;98;0;166;4;0;8;0;3;0;0;0;0;2;52;1;0;51;2;68;2090;30;0;17;25;12;1;0;0;2;0;0;0;3;0;0;0;0;375;4;0;19;1;634;1;22;13;16;33;210;2;3;257;32;21;59;1;64;22;43;23;6007;26;2;0;0;1;0;22;219;0;62;8;4;716;76;45;3;0;0;33;97;11;5;0;1;99;1036;3;35;204;1;1;49;10;3;14;13;7;8;131;636;0;0;5;41;22;3;28;32;2897;20;4;55;2;51;157;171;6;111;172;175;30308
8219901:Fotocópias;0;78;0;1;0;0;0;0;13;5;4;5;0;0;0;0;1;0;0;1;0;0;3;24;0;0;0;0;0;0;0;1;0;8;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;1;0;383;3;0;4;1;0;0;5;0;0;4;0;0;0;0;0;40;1;19;3;0;3;0;1;1;5;0;1;5;2;6;1;4;0;3;171;0;3;11;4;11;3;0;0;0;0;2;0;0;4;1;2;0;37;0;0;1;0;69;0;0;0;21;1;84;2;0;67;5;1;7;8;19;0;2;0;244;8;0;0;0;0;0;0;2;0;0;0;0;80;2;0;1;0;3;10;5;20;0;0;0;0;177;4;8;21;0;1;13;29;2;3;7;7;6;1;59;5;0;7;12;2;0;2;51;414;0;0;24;11;1;0;28;0;14;25;21;2511
8219999:Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;1;137;0;0;0;0;0;34;76;0;2;0;2;1;0;0;0;2;2;1;0;9;2;166;0;29;0;0;0;1;1;4;0;1;0;0;3;5;0;0;99;3;2;0;0;1;0;0;0;0;3;973;4;2;5;0;0;1;24;0;0;7;0;0;0;0;2;164;0;125;0;0;0;0;4;0;0;2;15;147;3;0;0;5;0;8;144;6;3;2;2;4;0;1;3;1;1;0;0;0;0;3;0;0;83;1;0;0;0;146;3;0;8;5;1;31;0;0;61;0;0;28;0;7;1;70;0;743;8;0;0;4;0;0;6;0;0;4;0;0;127;20;4;0;0;3;0;0;2;0;0;0;0;56;5;2;85;0;92;9;8;0;5;2;1;8;5;213;1;2;6;56;16;3;31;81;2449;0;1;18;0;35;2;65;10;5;48;344;7278
8220200:Atividades de teleatendimento;0;3356;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11752;0;5;0;0;0;0;0;0;0;0;0;2;0;0;0;0;46;0;0;0;0;0;0;0;0;0;9;13187;3;0;8;0;0;0;0;0;0;0;2;0;0;0;0;1661;0;2443;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;13;7024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5146;1;0;0;0;3337;0;0;0;0;0;31;0;0;1782;0;0;19;0;0;0;0;3;21222;0;0;0;0;0;0;0;1838;0;0;0;0;6771;0;0;0;0;0;0;0;0;0;0;0;0;6290;0;0;0;0;0;0;0;0;0;0;31;0;0;4885;0;0;0;0;0;0;0;16;21595;0;0;0;0;0;0;3;0;0;1992;2;114492
8230001:Serviços de organização de feiras, congressos, exposições e festas;0;432;0;0;0;0;0;3;6;5;2;4;0;0;0;0;16;0;0;5;0;0;11;226;2;0;0;0;0;2;0;1;0;4;0;0;2;4;0;0;10;0;0;21;16;0;0;0;0;1;13;781;0;86;1;0;2;3;5;0;0;2;5;0;0;0;1;44;6;54;0;1;0;0;0;0;0;0;0;6;8;12;2;0;0;9;348;7;0;35;3;0;0;0;0;0;0;0;0;1;0;0;0;0;84;0;0;0;1;137;0;0;0;5;6;48;2;0;91;2;1;33;2;10;0;7;2;2268;10;0;0;0;0;0;0;15;0;0;0;0;164;1;0;2;0;2;1;0;1;0;0;0;1;198;0;1;11;1;0;15;12;0;3;1;5;7;0;46;0;1;0;3;7;1;0;27;835;0;1;10;0;20;5;40;4;3;98;160;6619
8230002:Casas de festas e eventos;0;143;0;0;0;0;0;0;23;0;0;1;0;0;0;0;3;0;0;9;0;39;2;68;1;0;0;0;0;0;0;7;0;0;0;0;0;11;0;0;0;3;0;0;0;0;0;0;0;0;2;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;1;0;0;0;0;0;2;0;0;0;2;4;91;0;0;0;1;7;0;1;0;0;0;3;0;0;0;0;0;2;55;0;0;1;1;59;8;32;0;3;10;4;0;0;11;6;3;3;0;5;6;0;7;208;4;0;0;9;0;0;9;23;0;1;0;4;74;1;0;0;0;0;4;1;0;0;0;0;0;33;0;0;10;0;0;7;0;0;0;1;0;0;0;28;0;1;0;4;2;0;1;2;95;0;0;1;0;0;1;5;0;0;26;40;1355
8291100:Atividades de cobrança e informações cadastrais;0;1709;0;8;4;0;9;2;109;10;0;1;0;2;5;0;17;12;0;7;0;1;13;480;0;1;0;0;0;0;1;11;1;53;0;0;4;0;0;0;20;7;4;6;0;1;0;0;139;0;2;5276;8;2;2;3;5;10;85;0;0;15;0;0;0;0;0;210;5;59;0;0;1;0;0;0;0;0;0;2;13;1;7;16;0;100;533;6;3;13;28;15;0;0;0;0;0;0;0;1;1;1;0;2;98;2;1;2;1;190;0;1;3;4;0;72;0;1;77;8;59;5;5;18;1;12;0;1421;0;0;0;1;3;0;5;6;0;1;3;0;342;4;8;8;3;2;10;6;94;0;0;0;0;268;9;4;14;2;2;46;8;1;4;12;7;24;3;157;1;59;4;8;21;0;0;23;1317;1;1;4;0;13;1;95;4;12;100;16;13780
8292000:Envasamento e empacotamento sob contrato;0;7;0;0;0;0;0;0;0;10;0;0;0;0;0;0;7;0;0;0;0;21;0;59;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;12;0;0;0;0;9;5;1;0;0;0;10;0;27;585;0;0;0;0;0;0;0;0;0;129;1;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;66;0;0;0;0;0;0;0;317;0;0;0;0;13;0;0;15;14;0;0;0;0;0;0;1;0;0;0;9;1421
8299701:Medição de consumo de energia elétrica, gás e água;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;233;0;454;0;0;7;0;0;2;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;327;0;0;0;0;0;0;0;0;0;0;0;0;165;0;0;0;0;0;147;0;0;0;57;50;59;56;112;0;0;0;0;7;0;0;1;771;0;0;0;0;0;0;259;0;0;0;0;3303
8299702:Emissão de vales-alimentação, vales-transporte e similares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;138;0;0;0;0;0;0;0;1;0;0;0;267
8299703:Serviços de gravação de carimbos, exceto confecção;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;3;24;0;0;0;0;0;0;2;0;0;0;0;77
8299704:Leiloeiros independentes;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;2;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58
8299706:Casas lotéricas;9;313;7;10;35;20;11;56;121;46;19;20;9;25;32;2;46;15;17;22;10;53;61;320;28;20;16;4;7;27;16;15;13;51;10;40;36;23;3;4;68;18;7;21;11;10;10;12;16;2;3;953;24;33;38;16;22;11;43;12;1;31;13;7;11;4;10;93;16;40;6;5;24;8;20;12;11;3;8;24;37;19;19;26;4;34;261;16;10;26;20;22;5;12;13;11;11;25;14;19;11;9;9;15;125;17;3;23;21;289;10;36;20;39;35;76;9;21;182;42;33;64;22;76;41;96;29;823;82;21;8;14;36;12;34;87;3;24;37;11;402;55;18;26;10;16;41;18;22;13;9;10;17;266;29;20;73;5;28;53;25;29;30;47;51;49;28;270;8;25;27;53;29;11;43;107;1008;15;30;111;18;40;38;161;30;34;216;183;10265
8299707:Salas de acesso à internet;0;1;0;0;1;0;0;1;4;3;0;1;0;1;0;0;1;0;0;1;0;0;2;40;2;0;0;0;0;2;0;1;0;3;0;0;4;3;0;0;2;0;0;0;0;0;0;0;0;0;5;35;0;0;1;0;0;1;3;0;0;2;0;0;0;0;0;13;0;1;0;0;2;0;0;0;0;10;0;2;0;1;0;1;0;3;20;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;6;0;0;0;0;7;0;4;0;3;4;4;0;0;8;2;1;12;3;1;3;2;0;23;3;0;0;0;0;0;0;1;0;0;4;0;9;1;0;1;0;16;0;0;0;3;0;0;0;21;0;0;3;0;0;2;1;0;1;1;0;1;5;1;0;0;0;2;3;8;0;0;43;0;0;4;0;0;0;7;4;0;3;3;409
8299799:Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;0;3192;5;19;11;0;0;8;254;39;23;12;13;6;0;0;10;0;14;25;0;10;42;520;0;0;4;9;0;14;0;4;0;47;0;0;3;0;0;1;28;0;0;13;19;0;0;0;0;1;1;19382;0;3;22;0;5;0;64;2;0;31;3;0;4;0;0;121;3;291;8;85;0;28;140;41;1;0;0;5;0;0;3;3;0;99;751;1;266;10;77;72;2;0;1;36;26;4;8;0;0;7;0;19;121;2;0;3;13;632;0;22;20;9;7;25;25;0;76;6;8;11;3;42;28;32;19;6577;55;0;0;6;1;0;3;32;0;38;24;0;548;8;3;3;0;0;14;67;7;1;0;11;0;210;2;2;75;0;19;26;17;16;4;23;103;27;5;831;3;9;10;38;54;5;82;75;9270;17;9;185;11;138;31;122;10;62;223;113;46300
8411600:Administração pública em geral;6312;94884;4651;6125;15723;7275;8184;19891;21002;13000;8268;4911;4198;6307;7456;2692;11454;6807;4637;6521;3183;12287;9838;78859;8746;4732;3914;1486;1954;5254;3673;4659;3480;7995;1798;9574;13744;11702;3155;1426;13297;6829;3235;7481;7160;3533;4723;5093;8537;2209;4542;165912;4895;10002;9963;6330;8033;4177;10478;2567;2429;8708;4125;2809;5475;3452;3500;21344;5010;9539;2521;1952;5801;2961;5091;2621;3529;2701;2989;4426;4671;2446;6383;9513;3590;9079;80414;6172;5288;7447;8603;5995;3927;4737;5254;2321;4506;6545;4182;5782;3997;2012;5213;7412;19537;5638;3070;6888;6259;110196;5395;10674;5968;9513;4821;12975;5761;5901;26774;7378;7579;15663;7903;14585;4846;19216;4590;147744;13227;0;3575;2446;7497;4741;7726;11996;2047;5603;14975;3794;70501;10544;4970;7197;3263;3253;5740;3179;4004;4766;2439;3666;6571;46509;5292;4660;12068;5033;8455;17266;7081;6705;6953;10052;13063;12886;10091;21116;4640;10208;11072;15525;9088;5136;8545;18347;173563;6406;8755;17293;2559;11762;8947;20003;9209;9030;37933;29305;2328375
8412400:Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;0;1204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;153;0;0;0;0;0;0;0;0;0;0;17827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1414;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;222;0;0;0;1519;972;0;701;49;217;1047;650;0;365;0;38;708;0;2660;42;0;0;0;0;0;0;24;0;0;0;0;26;0;0;0;0;0;0;0;73;0;0;0;0;308;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;285;0;0;0;0;0;1256;0;20;0;0;0;0;0;0;0;54;0;31901
8413200:Regulação das atividades econômicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;0;0;0;0;0;0;0;0;0;0;0;1540
8422100:Defesa;899;137;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;25;62;0;0;0;0;0;0;0;0;0;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6730;0;0;0;0;0;0;0;0;0;0;0;0;65;0;6;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3304;0;0;0;0;0;0;0;0;0;9;13;16495
8423000:Justiça;0;5483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;6347;0;2;6;0;2;0;0;3;0;0;0;0;1;0;0;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;10;1296;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;1688;2;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;16533;0;0;0;0;0;0;0;0;0;0;0;0;3157;0;0;0;0;0;0;0;0;0;0;0;0;3910;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14845;0;0;0;0;0;0;229;0;0;401;0;57767
8424800:Segurança e ordem pública;0;8961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;594;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;20029;0;0;0;0;0;0;0;0;0;0;0;0;359;0;0;0;0;0;0;0;0;0;0;0;0;8959;0;0;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0;36376;0;0;0;0;0;0;0;0;0;0;0;80084
8425600:Defesa Civil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;808
