Coluna;Microrregião
CNAE 2.0 Subclasse;11001:PORTO VELHO;11002:GUAJARÁ-MIRIM;11003:ARIQUEMES;11004:JI-PARANÁ;11005:ALVORADA DOESTE;11006:CACOAL;11007:VILHENA;11008:COLORADO DO OESTE;12001:CRUZEIRO DO SUL;12002:TARAUACÁ;12003:SENA MADUREIRA;12004:RIO BRANCO;12005:BRASILÉIA;13001:RIO NEGRO-AM;13002:JAPURÁ;13003:ALTO SOLIMÕES;13004:JURUÁ;13005:TEFÉ;13006:COARI;13007:MANAUS;13008:RIO PRETO DA EVA;13009:ITACOATIARA;13010:PARINTINS;13011:BOCA DO ACRE;13012:PURUS;13013:MADEIRA;14001:BOA VISTA;14002:NORDESTE DE RORAIMA;14003:CARACARAÍ;14004:SUDESTE DE RORAIMA;15001:ÓBIDOS;15002:SANTARÉM;15003:ALMEIRIM;15004:PORTEL;15005:FUROS DE BREVES;15006:ARARI;15007:BELÉM;15008:CASTANHAL;15009:SALGADO;15010:BRAGANTINA;15011:CAMETÁ;15012:TOMÉ-AÇU;15013:GUAMÁ;15014:ITAITUBA;15015:ALTAMIRA;15016:TUCURUÍ;15017:PARAGOMINAS;15018:SÃO FÉLIX DO XINGU;15019:PARAUAPEBAS;15020:MARABÁ;15021:REDENÇÃO;15022:CONCEIÇÃO DO ARAGUAIA;16001:OIAPOQUE;16002:AMAPÁ;16003:MACAPÁ;16004:MAZAGÃO;17001:BICO DO PAPAGAIO;17002:ARAGUAÍNA;17003:MIRACEMA DO TOCANTINS;17004:RIO FORMOSO;17005:GURUPI-TO;17006:PORTO NACIONAL;17007:JALAPÃO;17008:DIANÓPOLIS;Total
1932200:Fabricação de biocombustíveis, exceto álcool;1;0;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;88;0;0;258
2012600:Fabricação de intermediários para fertilizantes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55
2013401:Fabricação de adubos e fertilizantes organominerais;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93
2013402:Fabricação de adubos e fertilizantes, exceto organominerais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;0;2;215
2014200:Fabricação de gases industriais;11;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;173;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;0;0;0;0;10;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;299
2019399:Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
2021500:Fabricação de produtos petroquímicos básicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;9
2022300:Fabricação de intermediários para plastificantes, resinas e fibras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
2029100:Fabricação de produtos químicos orgânicos não especificados anteriormente;9;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;33
2031200:Fabricação de resinas termoplásticas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420
2051700:Fabricação de defensivos agrícolas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;10
2052500:Fabricação de desinfestantes domissanitários;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
2061400:Fabricação de sabões e detergentes sintéticos;0;0;2;0;0;0;0;0;6;0;0;11;0;0;0;0;0;0;0;351;0;0;0;0;0;0;16;0;0;0;2;0;0;0;0;0;102;184;0;0;0;0;0;0;0;0;0;0;32;4;0;2;0;0;1;0;0;1;0;0;4;0;0;0;718
2062200:Fabricação de produtos de limpeza e polimento;36;1;4;15;0;26;17;0;0;0;0;29;0;0;0;0;0;0;0;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;11;0;0;0;0;0;0;0;0;0;6;6;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;593
2063100:Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;0;0;0;12;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;747
2071100:Fabricação de tintas, vernizes, esmaltes e lacas;10;0;0;0;0;5;5;0;0;0;0;11;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;14;36;0;0;418
2073800:Fabricação de impermeabilizantes, solventes e produtos afins;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108
2091600:Fabricação de adesivos e selantes;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;81
2092401:Fabricação de pólvoras, explosivos e detonantes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;73;0;0;0;0;0;0;0;0;0;0;0;50;0;0;185
2093200:Fabricação de aditivos de uso industrial;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;115
2099101:Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69
2099199:Fabricação de outros produtos químicos não especificados anteriormente;3;0;3;7;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;3;0;1;9;1;0;0;480
2110600:Fabricação de produtos farmoquímicos;0;0;0;15;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;41
2121101:Fabricação de medicamentos alopáticos para uso humano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;528;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;534
2121103:Fabricação de medicamentos fitoterápicos para uso humano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2122000:Fabricação de medicamentos para uso veterinário;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
2211100:Fabricação de pneumáticos e de câmaras-de-ar;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;701
2212900:Reforma de pneumáticos usados;15;1;70;109;0;20;45;1;0;0;0;71;0;0;0;0;0;0;0;77;0;0;0;0;0;0;18;0;0;0;0;21;0;0;0;0;266;43;0;7;0;0;0;11;3;3;9;0;158;42;40;0;0;0;26;0;0;68;2;4;28;49;0;0;1207
2219600:Fabricação de artefatos de borracha não especificados anteriormente;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;34;13;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;0;1;0;4;0;0;0;3;0;0;247
2221800:Fabricação de laminados planos e tubulares de material plástico;0;0;58;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;399
2222600:Fabricação de embalagens de material plástico;87;0;3;24;0;28;0;0;0;0;0;87;0;0;0;0;0;0;0;2677;10;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;241;208;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0;0;0;0;0;0;0;9;2;2;0;0;3425
2223400:Fabricação de tubos e acessórios de material plástico para uso na construção;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187
2229301:Fabricação de artefatos de material plástico para uso pessoal e doméstico;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;323
2229302:Fabricação de artefatos de material plástico para usos industriais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2589
2229303:Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;0;0;0;0;0;0;3;0;0;0;0;25;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;69;17;0;0;0;0;0;0;0;0;4;0;2;7;0;0;0;0;0;0;0;0;0;0;0;47;0;0;267
2229399:Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;8;0;6;3;18;31;0;0;0;0;0;7;0;0;0;0;0;0;0;1984;0;0;0;0;0;0;1;0;0;0;0;24;0;0;0;0;13;75;0;0;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2179
2311700:Fabricação de vidro plano e de segurança;158;0;0;68;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;169;0;0;0;0;0;0;96;0;0;0;0;51;0;0;0;0;161;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;24;0;0;26;0;0;0;114;0;0;930
2319200:Fabricação de artigos de vidro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
2320600:Fabricação de cimento;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;599;0;0;0;349;0;0;0;0;0;0;0;0;0;0;0;0;0;170;0;0;0;0;0;0;1214
2330301:Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;79;0;18;40;3;57;49;0;0;0;0;32;0;0;0;0;0;0;0;33;0;0;0;0;0;0;75;0;0;0;0;23;0;0;0;0;425;0;0;82;0;10;8;47;45;1;8;0;16;56;15;9;0;0;30;1;3;310;8;97;7;196;0;0;1783
2330302:Fabricação de artefatos de cimento para uso na construção;15;4;5;27;0;14;23;7;0;0;0;28;1;0;0;0;0;0;0;44;0;0;3;0;0;0;3;0;0;1;0;39;0;0;0;0;25;11;0;6;0;0;1;13;8;9;24;15;16;19;18;0;0;0;19;0;2;25;2;10;12;62;0;0;511
2330303:Fabricação de artefatos de fibrocimento para uso na construção;0;0;0;19;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;224;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;2;0;0;367
2330304:Fabricação de casas pré-moldadas de concreto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;0;1;0;0;0;10
2330305:Preparação de massa de concreto e argamassa para construção;5;0;0;8;0;37;56;0;9;0;0;14;0;0;0;0;0;0;0;31;0;0;0;0;0;0;3;0;0;0;0;21;0;0;0;0;301;15;0;0;0;0;0;5;13;1;6;3;18;18;2;3;0;0;16;0;0;6;0;0;2;26;0;0;619
2330399:Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;87;0;5;103;1;20;3;1;0;0;0;78;0;0;0;0;0;0;0;171;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;2;3;0;0;0;185;22;0;0;0;6;0;1;5;0;1;15;32;0;0;801
2341900:Fabricação de produtos cerâmicos refratários;32;8;0;4;0;0;12;0;10;0;0;13;0;0;0;0;0;4;0;34;0;11;0;0;0;0;2;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;26;35;0;11;0;0;0;15;0;0;0;0;0;0;0;0;39;0;0;16;0;22;302
2342701:Fabricação de azulejos e pisos;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;70;0;0;0;0;118
2342702:Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;177;0;67;298;18;396;168;61;129;40;20;310;10;0;0;43;0;33;21;438;7;53;61;7;4;13;152;0;15;12;38;330;0;0;0;0;63;476;1;64;24;178;1442;102;112;214;75;87;111;227;135;83;15;0;167;70;151;151;147;198;61;174;28;66;7543
2349499:Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;18;0;41;12;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109
2391501:Britamento de pedras, exceto associado à extração;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;27;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;46;0;5;0;0;147
2391502:Aparelhamento de pedras para construção, exceto associado à extração;0;0;0;4;0;8;0;0;0;0;0;12;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;79
2391503:Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;73;0;1;66;1;50;29;1;5;0;0;34;4;0;0;0;0;0;0;50;0;0;0;0;0;0;47;0;0;0;0;11;0;0;0;0;47;1;0;3;0;4;1;0;7;15;28;9;8;7;19;2;0;0;52;0;4;5;15;11;23;41;0;0;674
2392300:Fabricação de cal e gesso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;41;0;0;0;0;51
2399101:Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;16
2399199:Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente;19;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;68;0;1;0;0;0;0;0;0;6;0;0;5;0;0;0;0;54;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;9;0;0;167
2411300:Produção de ferro-gusa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61
2412100:Produção de ferroligas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50
2421100:Produção de semi-acabados de aço;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
2422901:Produção de laminados planos de aço ao carbono, revestidos ou não;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;50
2423702:Produção de laminados longos de aço, exceto tubos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;1230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1239
2424502:Produção de relaminados, trefilados e perfilados de aço, exceto arames;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72
2431800:Produção de tubos de aço com costura;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72
2439300:Produção de outros tubos de ferro e aço;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
2441501:Produção de alumínio e suas ligas em formas primárias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3362
2441502:Produção de laminados de alumínio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
2442300:Metalurgia dos metais preciosos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;115
2443100:Metalurgia do cobre;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;30
2449103:Produção de soldas e ânodos para galvanoplastia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
2449199:Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente;61;0;216;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;0;0;0;0;0;0;0;252;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;688
2451200:Fundição de ferro e aço;36;0;0;3;0;0;17;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;8;0;0;0;0;22;0;0;6;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;123
2452100:Fundição de metais não-ferrosos e suas ligas;0;0;24;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500
2511000:Fabricação de estruturas metálicas;49;0;7;133;0;3;75;7;3;0;0;53;0;0;0;0;0;2;0;760;180;4;0;0;0;0;3;0;0;0;0;24;0;0;0;0;204;88;0;0;0;4;1;5;10;73;1;0;33;5;17;2;0;0;38;0;0;7;0;29;13;56;0;0;1889
2512800:Fabricação de esquadrias de metal;26;1;13;62;3;19;24;7;4;3;0;12;0;0;0;0;0;0;0;99;0;1;0;0;0;0;29;0;0;0;2;27;0;0;0;0;87;12;1;3;3;0;0;2;0;4;24;0;8;2;5;1;0;0;4;0;1;22;1;1;15;127;0;0;655
2513600:Fabricação de obras de caldeiraria pesada;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;35;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280
2521700:Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;0;0;0;21;0;0;76;0;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;30;0;0;0;147
2531401:Produção de forjados de aço;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
2532201:Produção de artefatos estampados de metal;18;0;0;12;0;9;3;0;0;0;0;6;0;0;0;0;0;0;0;1399;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;28;6;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1489
2532202:Metalurgia do pó;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
2539001:Serviços de usinagem, tornearia e solda;28;0;39;24;0;17;30;0;1;0;0;13;0;0;0;0;0;0;0;65;0;0;1;0;0;10;8;0;0;0;0;8;0;0;0;0;82;0;0;0;2;9;0;21;33;6;18;2;415;4;3;0;0;0;12;0;0;39;3;1;3;16;3;0;916
2539002:Serviços de tratamento e revestimento em metais;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
2541100:Fabricação de artigos de cutelaria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1411;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1412
2542000:Fabricação de artigos de serralheria, exceto esquadrias;21;3;11;19;9;8;15;0;0;0;0;6;1;0;0;0;0;0;0;85;0;0;0;0;0;0;6;0;0;1;0;1;0;0;0;0;8;5;0;2;0;10;0;3;2;4;3;1;0;34;8;6;0;0;2;0;4;8;0;12;12;11;0;2;323
2543800:Fabricação de ferramentas;0;0;0;16;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;63
2550101:Fabricação de equipamento bélico pesado, exceto veículos militares de combate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30
