Coluna;Microrregião
CNAE 2.0 Subclasse;11001:PORTO VELHO;11002:GUAJARÁ-MIRIM;11003:ARIQUEMES;11004:JI-PARANÁ;11005:ALVORADA DOESTE;11006:CACOAL;11007:VILHENA;11008:COLORADO DO OESTE;12001:CRUZEIRO DO SUL;12002:TARAUACÁ;12003:SENA MADUREIRA;12004:RIO BRANCO;12005:BRASILÉIA;13001:RIO NEGRO-AM;13002:JAPURÁ;13003:ALTO SOLIMÕES;13004:JURUÁ;13005:TEFÉ;13006:COARI;13007:MANAUS;13008:RIO PRETO DA EVA;13009:ITACOATIARA;13010:PARINTINS;13011:BOCA DO ACRE;13012:PURUS;13013:MADEIRA;14001:BOA VISTA;14002:NORDESTE DE RORAIMA;14003:CARACARAÍ;14004:SUDESTE DE RORAIMA;15001:ÓBIDOS;15002:SANTARÉM;15003:ALMEIRIM;15004:PORTEL;15005:FUROS DE BREVES;15006:ARARI;15007:BELÉM;15008:CASTANHAL;15009:SALGADO;15010:BRAGANTINA;15011:CAMETÁ;15012:TOMÉ-AÇU;15013:GUAMÁ;15014:ITAITUBA;15015:ALTAMIRA;15016:TUCURUÍ;15017:PARAGOMINAS;15018:SÃO FÉLIX DO XINGU;15019:PARAUAPEBAS;15020:MARABÁ;15021:REDENÇÃO;15022:CONCEIÇÃO DO ARAGUAIA;16001:OIAPOQUE;16002:AMAPÁ;16003:MACAPÁ;16004:MAZAGÃO;17001:BICO DO PAPAGAIO;17002:ARAGUAÍNA;17003:MIRACEMA DO TOCANTINS;17004:RIO FORMOSO;17005:GURUPI-TO;17006:PORTO NACIONAL;17007:JALAPÃO;17008:DIANÓPOLIS;Total
4643502:Comércio atacadista de bolsas, malas e artigos de viagem;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;7
4644301:Comércio atacadista de medicamentos e drogas de uso humano;372;41;0;123;0;40;17;0;2;0;0;444;9;0;0;0;0;0;0;1618;0;0;5;0;0;4;142;0;0;0;0;90;0;1;0;0;1204;207;0;42;0;0;0;0;14;4;1;3;10;72;6;0;0;0;120;0;7;33;0;2;1;218;0;0;4852
4644302:Comércio atacadista de medicamentos e drogas de uso veterinário;4;18;0;91;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;5;3;0;0;0;0;2;0;0;0;0;63;4;0;0;0;0;0;3;20;7;0;0;0;4;0;0;0;0;0;0;0;31;0;0;9;0;0;0;293
4645101:Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios;171;0;0;2;0;8;0;0;2;0;0;56;0;0;0;0;4;0;0;558;0;0;0;0;0;0;26;0;0;0;0;12;0;0;0;0;499;4;0;1;1;5;0;0;0;9;2;0;3;20;0;0;0;0;24;0;0;20;0;3;0;53;0;16;1499
4645102:Comércio atacadista de próteses e artigos de ortopedia;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;46
4645103:Comércio atacadista de produtos odontológicos;11;0;0;2;0;10;0;0;0;0;0;2;0;0;0;0;0;0;0;19;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;14;6;0;5;0;0;0;0;0;0;0;0;4;7;3;0;0;0;5;0;0;10;0;0;2;13;0;0;116
4646001:Comércio atacadista de cosméticos e produtos de perfumaria;91;2;35;43;0;11;1;0;0;0;0;41;0;0;0;0;0;0;0;751;0;0;6;0;0;8;90;0;0;0;7;28;2;0;3;0;295;772;0;8;11;7;16;11;14;18;16;4;20;54;9;1;0;0;105;4;0;58;0;10;10;95;0;6;2663
4646002:Comércio atacadista de produtos de higiene pessoal;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;354;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;25;0;0;0;0;0;0;12;0;0;406
4647801:Comércio atacadista de artigos de escritório e de papelaria;35;1;0;5;0;0;4;0;0;0;0;1;0;0;0;3;0;0;0;223;0;0;12;0;0;0;10;0;0;0;0;6;0;0;0;0;80;0;0;2;0;0;5;0;0;0;0;0;13;0;0;0;0;0;11;0;0;11;0;6;4;16;0;0;448
4647802:Comércio atacadista de livros, jornais e outras publicações;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;27;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;7;0;0;65
4649401:Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico;3;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;62;0;3;0;0;0;0;3;0;0;0;0;1;0;0;0;3;36;4;0;6;0;0;0;0;6;1;0;0;13;11;0;0;0;0;1;0;2;43;0;3;1;14;0;0;222
4649402:Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico;48;5;11;2;0;14;1;0;0;0;0;61;0;0;0;0;0;0;0;118;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;2;0;0;0;18;0;4;320
4649403:Comércio atacadista de bicicletas, triciclos e outros veículos recreativos;8;0;5;5;0;0;919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;1;0;0;0;0;9;0;0;9;0;0;0;14;0;0;981
4649404:Comércio atacadista de móveis e artigos de colchoaria;1;2;0;5;32;1;0;0;0;0;0;3;0;0;0;0;0;0;0;76;0;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;3;0;0;8;1;0;0;8;0;0;197
4649405:Comércio atacadista de artigos de tapeçaria;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
4649407:Comércio atacadista de filmes, CDs, DVDs, fitas e discos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;7
4649408:Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar;46;1;0;18;0;3;0;0;0;0;0;21;0;0;0;0;0;0;0;116;0;0;0;0;0;0;80;0;0;0;0;26;0;0;0;0;147;18;0;0;0;0;0;0;0;0;0;0;19;37;0;0;0;0;24;0;0;10;0;0;0;243;0;0;809
4649409:Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;0;0;0;0;0;0;9;0;0;0;0;10;0;0;0;0;8;198;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;5;0;0;2;0;0;0;0;0;0;492
4649410:Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;8;0;5;15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;1;3;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73
4649499:Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;74;0;0;16;0;13;0;0;0;0;0;3;0;0;0;0;0;0;0;201;0;1;0;0;0;1;36;0;0;0;0;9;0;0;0;0;49;2;0;16;0;0;1;0;30;1;0;0;11;3;11;0;0;4;32;0;2;21;0;0;5;29;0;0;571
4651601:Comércio atacadista de equipamentos de informática;20;0;0;1;0;1;7;0;8;0;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;6;0;0;0;0;6;0;0;19;0;44;0;0;0;0;0;0;0;1;0;0;0;7;17;0;0;0;0;7;0;0;0;0;0;7;15;0;0;203
4651602:Comércio atacadista de suprimentos para informática;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;18
4652400:Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;20;1;8;19;0;1;4;0;0;0;0;12;0;0;0;0;0;0;0;59;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;48;1;1;0;0;0;3;0;0;6;0;0;0;27;0;0;306
4661300:Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário;76;21;44;177;0;72;43;0;19;1;0;31;0;0;0;0;0;0;0;42;0;0;0;0;0;1;106;0;0;0;4;82;0;0;0;0;168;24;0;5;0;0;9;37;47;4;130;5;18;28;68;0;0;0;0;0;0;113;39;52;73;120;14;8;1681
4662100:Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção;25;0;47;0;0;0;0;0;0;0;0;19;3;0;0;0;0;0;0;118;0;0;0;0;0;0;9;0;0;0;10;0;0;0;0;0;201;0;0;0;0;0;0;11;8;0;5;11;440;75;0;0;0;0;4;0;0;0;0;0;26;12;0;0;1024
4663000:Comércio atacadista de máquinas e equipamentos para uso industrial;0;4;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;258;0;0;0;0;2;0;1;0;0;6;9;40;12;0;0;0;0;4;0;0;31;0;0;3;2;0;0;477
4664800:Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;21;0;0;0;44;0;0;228
4665600:Comércio atacadista de máquinas e equipamentos para uso comercial;8;0;6;16;0;0;5;0;0;0;0;45;6;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;65;13;0;0;0;0;0;3;2;0;0;0;0;18;0;0;0;0;0;0;0;13;0;0;6;8;0;0;267
4669901:Comércio atacadista de bombas e compressores;11;0;4;7;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51
4669999:Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente;40;4;3;72;0;6;0;0;2;0;0;17;0;0;0;0;0;0;0;142;0;0;0;0;0;2;1;0;0;0;4;0;3;0;0;0;98;4;0;0;8;2;1;0;0;3;11;0;191;50;0;0;0;0;28;0;0;4;0;0;0;23;0;0;719
4671100:Comércio atacadista de madeira e produtos derivados;78;3;92;52;15;31;15;0;0;0;0;9;0;0;0;0;0;0;0;8;0;11;1;0;0;0;0;0;0;11;0;4;0;0;2;0;183;6;0;5;2;4;3;66;9;0;252;0;3;0;5;0;0;10;39;0;0;0;0;0;2;22;0;0;943
4672900:Comércio atacadista de ferragens e ferramentas;21;3;0;41;0;7;15;0;0;0;0;12;0;0;0;0;0;0;0;65;0;0;0;0;0;0;21;0;0;0;0;1;0;0;0;0;84;5;0;0;0;0;0;9;0;0;80;0;18;66;0;0;0;0;0;0;0;87;9;17;24;178;0;5;768
4673700:Comércio atacadista de material elétrico;4;0;0;2;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;215;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;139;17;0;0;0;0;0;0;0;0;0;0;17;23;0;0;0;0;10;0;0;0;0;0;0;16;0;0;452
4674500:Comércio atacadista de cimento;8;0;3;11;7;4;18;6;0;0;0;57;0;0;0;0;0;0;0;65;0;0;0;0;0;0;20;0;0;0;0;40;0;0;0;0;99;1;0;0;0;4;3;2;6;0;7;0;19;29;5;2;0;0;18;0;1;11;0;12;2;9;0;0;469
4679601:Comércio atacadista de tintas, vernizes e similares;11;6;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;26;0;0;0;0;0;0;0;16;0;5;0;95;0;0;202
4679602:Comércio atacadista de mármores e granitos;10;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;9;8;4;0;0;0;26;0;0;8;0;0;0;13;0;0;134
4679603:Comércio atacadista de vidros, espelhos e vitrais;1;2;1;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;113;59;0;0;0;0;0;0;0;0;7;0;5;43;0;0;0;0;0;0;0;3;0;0;0;19;0;0;260
4679604:Comércio atacadista especializado de materiais de construção não especificados anteriormente;51;0;8;3;0;2;27;0;0;0;0;9;0;0;0;0;0;0;0;38;0;8;0;0;0;0;2;0;0;0;0;0;0;0;0;0;44;0;0;0;3;0;29;0;1;0;0;0;116;0;0;0;0;0;0;0;0;15;0;0;13;7;0;6;382
4679699:Comércio atacadista de materiais de construção em geral;111;21;4;86;0;20;11;0;10;31;0;21;0;0;0;32;0;0;0;261;0;8;0;0;0;0;92;0;0;0;2;14;0;0;0;0;345;295;8;12;8;3;2;15;0;4;0;0;46;6;14;9;0;0;196;0;5;96;6;12;68;105;0;0;1979
4681801:Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador re;105;7;7;4;0;0;17;0;4;0;13;9;0;0;0;0;0;0;0;385;0;1;0;0;0;0;5;1;4;0;5;32;4;0;0;0;190;0;0;0;0;0;0;30;3;0;0;1;0;19;6;0;0;0;18;0;0;0;0;0;4;43;0;0;917
4681802:Comércio atacadista de combustíveis realizado por transportador retalhista (TRR);11;0;0;3;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;22;0;0;0;0;55;0;0;0;0;0;0;10;3;0;36;0;0;44;0;0;0;0;0;0;0;0;0;1;0;0;0;7;218
4681803:Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;3;0;23
4681804:Comércio atacadista de combustíveis de origem mineral em bruto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8
4681805:Comércio atacadista de lubrificantes;60;1;6;21;0;9;28;0;0;0;0;3;0;0;0;0;0;0;0;73;0;0;0;0;0;0;9;0;0;0;0;16;0;0;0;0;105;0;0;0;0;0;0;15;5;0;6;0;17;1;3;0;0;0;12;0;0;32;0;21;6;44;0;0;493
4682600:Comércio atacadista de gás liqüefeito de petróleo (GLP);240;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;752;0;0;0;0;0;0;68;0;0;0;0;43;0;0;0;0;334;0;4;0;0;0;0;2;3;0;1;1;2;14;0;0;0;0;30;0;0;12;0;0;57;0;0;0;1684
4683400:Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;108;1;36;36;0;24;48;26;0;0;7;75;9;0;0;0;0;0;0;5;0;0;1;0;0;11;19;1;0;0;0;36;0;0;0;0;2;44;0;8;0;44;4;12;23;9;157;19;0;55;46;15;0;0;47;0;5;31;88;47;74;172;10;1;1356
4684201:Comércio atacadista de resinas e elastômeros;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;7
4684299:Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente;37;1;0;1;0;6;2;0;0;1;0;0;0;0;0;0;0;0;0;188;0;1;0;0;0;0;19;0;0;0;2;0;0;0;0;0;41;5;0;0;0;0;0;11;0;0;1;0;2;15;5;0;0;0;13;0;0;7;0;1;2;5;0;0;366
4685100:Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;17
4686901:Comércio atacadista de papel e papelão em bruto;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;89
4686902:Comércio atacadista de embalagens;55;2;1;2;7;5;8;5;0;0;0;0;0;0;0;0;0;0;0;89;0;0;0;0;0;0;15;0;0;0;0;26;0;0;0;0;25;36;3;1;0;0;0;0;1;0;0;5;4;11;0;0;0;0;2;0;0;12;0;28;2;58;0;0;403
4687701:Comércio atacadista de resíduos de papel e papelão;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;90;8;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118
4687702:Comércio atacadista de resíduos e sucatas não-metálicos, exceto de papel e papelão;14;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;21;0;0;1;0;0;0;0;3;0;0;2;0;1;0;0;0;0;16;0;0;0;0;0;0;4;0;0;88
4687703:Comércio atacadista de resíduos e sucatas metálicos;50;5;13;8;0;5;13;0;0;0;0;15;0;0;0;0;0;0;0;64;0;0;0;0;0;0;17;0;0;0;0;19;0;0;0;0;136;15;0;0;0;0;0;1;3;4;2;0;23;38;0;0;10;0;13;0;0;9;2;14;4;4;0;0;487
4689301:Comércio atacadista de produtos da extração mineral, exceto combustíveis;0;0;5;18;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;25;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154
4689302:Comércio atacadista de fios e fibras têxteis beneficiados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6
4689399:Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;58;0;0;9;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;153;15;0;0;13;0;0;17;0;0;0;0;0;8;0;0;0;0;49;0;0;65;0;0;0;293;0;0;864
4691500:Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;371;111;153;146;30;107;80;0;13;0;0;490;8;0;0;1;0;0;0;1038;0;7;22;1;0;0;266;0;0;0;21;108;0;0;0;6;2120;48;0;3;29;0;7;87;69;20;115;0;38;44;133;9;0;0;1141;0;1;39;7;0;43;175;0;0;7107
4692300:Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;27;1;14;54;0;13;11;0;0;0;0;7;0;0;0;0;0;0;0;125;0;0;0;0;0;0;46;0;0;0;0;13;0;0;0;0;3;20;0;3;7;0;0;8;37;16;0;10;1;33;7;0;0;0;0;0;0;20;0;6;2;5;0;6;495
4693100:Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;99;63;1;0;0;0;4;0;69;0;0;99;87;0;0;0;0;0;0;1786;1;0;0;0;0;0;222;0;0;0;4;97;0;0;0;0;150;4;0;2;0;0;0;0;0;0;3;0;43;353;0;2;0;0;665;0;0;10;0;0;0;24;0;0;3788
4711301:Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados;448;0;10;53;20;257;218;11;0;4;15;838;54;0;0;0;6;4;1;2092;0;8;7;0;0;2;304;0;6;0;1;433;0;0;25;0;9177;363;0;15;13;33;52;11;55;66;66;0;70;300;5;33;0;5;252;0;0;196;1;6;283;951;2;0;16772
4711302:Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;3639;264;1069;2950;229;1537;513;172;404;21;11;2685;147;6;0;34;22;6;0;4878;14;242;151;5;24;77;2432;3;27;60;209;861;94;39;58;6;11360;725;328;97;97;387;200;322;1093;1280;648;161;1497;1758;886;255;9;0;2534;37;172;1449;277;623;720;2501;51;187;52543
4712100:Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;1104;121;517;397;160;442;314;107;285;192;113;1099;145;105;11;78;130;169;130;4510;83;375;326;39;72;239;1110;45;50;87;241;674;28;133;149;124;3316;405;354;830;351;298;203;364;307;269;290;84;532;506;129;132;123;48;1508;131;251;290;223;178;165;744;90;232;26257
4713001:Lojas de departamentos ou magazines;297;0;14;8;0;1;7;0;5;0;0;116;0;0;0;0;0;3;9;2634;1;9;0;0;0;0;110;0;0;0;0;91;0;0;10;15;776;108;38;75;165;119;61;0;93;156;120;28;304;434;186;43;0;1;421;0;235;506;76;68;93;378;0;9;7823
4713002:Lojas de variedades, exceto lojas de departamentos ou magazines;96;1;23;14;11;6;64;5;3;1;2;22;11;2;0;0;2;0;1;395;1;0;3;0;0;1;16;0;0;5;5;0;0;0;10;0;153;22;7;1;24;3;5;6;29;12;22;7;25;33;3;1;8;0;33;0;2;28;13;13;21;21;0;0;1192
4713003:Lojas duty free de aeroportos internacionais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74
4721102:Padaria e confeitaria com predominância de revenda;665;42;150;213;44;175;159;7;43;13;26;223;14;3;0;3;1;61;31;1867;0;126;56;0;0;33;228;0;20;13;20;336;7;3;7;6;1267;130;18;95;21;63;21;22;104;50;185;49;162;176;141;9;7;15;434;14;43;100;26;29;57;201;3;7;8044
4721103:Comércio varejista de laticínios e frios;25;32;2;7;0;2;2;0;4;0;0;16;0;0;0;93;0;1;0;753;0;4;76;0;0;0;65;0;0;3;4;13;0;0;0;0;108;14;0;0;4;0;0;13;1;1;2;7;11;15;2;4;0;0;14;0;0;3;5;2;1;18;0;0;1327
4721104:Comércio varejista de doces, balas, bombons e semelhantes;134;17;32;28;3;31;12;5;15;3;11;61;13;0;0;8;0;0;0;467;10;0;4;0;0;2;88;0;0;2;1;36;0;0;3;0;228;90;1;11;16;1;20;5;31;6;12;4;31;24;7;0;2;0;30;0;1;24;2;4;16;86;0;1;1639
4722901:Comércio varejista de carnes - açougues;279;15;17;24;0;29;76;6;9;4;0;146;2;0;0;0;2;1;0;707;0;2;9;2;0;4;99;0;2;0;14;126;2;1;7;2;763;90;6;30;67;21;26;12;35;22;66;6;44;70;18;17;32;0;157;3;7;48;27;21;34;88;1;4;3302
4722902:Peixaria;16;0;1;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;169;0;3;0;0;0;3;50;0;0;0;0;0;0;0;0;0;57;2;0;0;14;0;0;1;2;0;0;0;4;8;1;0;25;0;10;0;1;0;5;1;0;2;0;0;385
4723700:Comércio varejista de bebidas;166;16;73;85;21;49;33;45;23;6;9;198;13;7;0;22;1;13;6;323;0;12;20;10;4;22;81;0;1;7;44;27;1;0;10;6;356;92;42;7;56;7;6;19;21;35;96;10;67;73;52;8;5;1;107;1;4;29;29;31;35;123;4;15;2685
4724500:Comércio varejista de hortifrutigranjeiros;50;1;9;5;0;4;8;1;0;0;0;8;0;7;0;0;0;1;0;197;0;0;0;0;0;4;40;0;0;0;0;87;0;0;0;23;217;146;16;90;13;2;0;14;23;0;8;15;30;22;3;27;11;0;141;0;19;16;8;10;9;27;0;6;1318
4729601:Tabacaria;6;4;0;0;0;4;3;0;0;1;0;0;1;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;67;2;0;1;13;0;0;0;0;0;0;0;0;7;1;0;0;0;1;1;0;1;0;0;0;0;0;0;152
4729602:Comércio varejista de mercadorias em lojas de conveniência;8;5;0;23;12;79;15;0;0;0;0;22;2;0;0;0;0;0;0;97;4;0;0;0;0;0;43;7;0;0;0;3;0;0;4;1;35;9;2;1;0;12;8;6;0;30;5;1;13;16;20;2;0;0;10;0;0;32;2;12;22;89;1;0;653
4729699:Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;401;23;67;205;24;203;200;73;6;8;22;189;36;3;0;5;4;0;0;1454;15;8;5;0;0;21;324;1;0;8;28;70;1;2;26;10;2445;405;28;302;296;34;52;57;57;45;31;4;73;56;80;12;3;0;376;0;19;149;50;28;27;196;5;57;8329
4731800:Comércio varejista de combustíveis para veículos automotores;1554;101;528;888;154;667;765;153;190;81;38;892;104;62;0;43;58;148;89;4017;69;184;182;37;24;115;813;39;70;72;151;544;30;45;97;47;2259;382;123;347;288;344;287;524;607;372;496;262;691;611;522;184;29;56;698;39;311;854;613;393;591;1024;55;160;26173
4732600:Comércio varejista de lubrificantes;25;1;11;45;5;7;0;0;14;0;0;70;0;0;0;0;0;4;9;187;0;0;3;0;0;0;33;0;0;0;0;23;0;0;0;5;25;7;0;16;0;9;0;17;3;3;34;2;16;54;5;5;0;0;71;0;2;2;3;2;17;69;4;1;809
4741500:Comércio varejista de tintas e materiais para pintura;182;6;41;94;4;77;53;5;0;0;0;51;3;0;0;7;0;0;0;425;0;2;16;0;0;0;53;0;0;0;0;11;0;0;0;0;192;29;0;8;1;2;3;2;19;16;46;1;44;76;20;7;0;0;61;0;8;67;0;8;42;100;0;3;1785
4742300:Comércio varejista de material elétrico;145;10;45;21;6;29;23;28;9;1;0;59;0;0;0;0;0;15;0;499;1;0;0;0;0;1;48;0;0;0;0;42;0;0;0;0;445;70;0;19;0;0;20;32;51;5;68;12;15;71;22;20;0;0;33;0;4;41;7;9;23;71;2;9;2031
4743100:Comércio varejista de vidros;104;0;30;38;10;57;44;9;9;0;2;45;5;0;0;0;0;0;0;342;0;2;0;0;1;2;68;0;0;10;5;31;0;0;0;0;310;29;6;17;31;11;3;42;36;13;3;17;38;30;26;6;0;0;41;2;2;34;5;10;29;82;0;4;1641
