Coluna;Microrregião
CNAE 2.0 Subclasse;21001:LITORAL OCIDENTAL MARANHENSE;21002:AGLOMERAÇÃO URBANA DE SÃO LUÍS;21003:ROSÁRIO;21004:LENÇOIS MARANHENSES;21005:BAIXADA MARANHENSE;21006:ITAPECURU MIRIM;21007:GURUPI-MA;21008:PINDARÉ;21009:IMPERATRIZ;21010:MÉDIO MEARIM;21011:ALTO MEARIM E GRAJAÚ;21012:PRESIDENTE DUTRA;21013:BAIXO PARNAÍBA MARANHENSE;21014:CHAPADINHA;21015:CODÓ;21016:COELHO NETO;21017:CAXIAS;21018:CHAPADAS DO ALTO ITAPECURU;21019:PORTO FRANCO;21020:GERAIS DE BALSAS;21021:CHAPADAS DAS MANGABEIRAS;22001:BAIXO PARNAÍBA PIAUIENSE;22002:LITORAL PIAUIENSE;22003:TERESINA;22004:CAMPO MAIOR;22005:MÉDIO PARNAÍBA PIAUIENSE;22006:VALENÇA DO PIAUÍ;22007:ALTO PARNAÍBA PIAUIENSE;22008:BERTOLÍNIA;22009:FLORIANO;22010:ALTO MÉDIO GURGUÉIA;22011:SÃO RAIMUNDO NONATO;22012:CHAPADAS DO EXTREMO SUL PIAUIENSE;22013:PICOS;22014:PIO IX;22015:ALTO MÉDIO CANINDÉ;23001:LITORAL DE CAMOCIM E ACARAÚ;23002:IBIAPABA;23003:COREAÚ;23004:MERUOCA;23005:SOBRAL;23006:IPU;23007:SANTA QUITÉRIA;23008:ITAPIPOCA;23009:BAIXO CURU;23010:URUBURETAMA;23011:MÉDIO CURU;23012:CANINDÉ;23013:BATURITÉ;23014:CHOROZINHO;23015:CASCAVEL-CE;23016:FORTALEZA;23017:PACAJUS;23018:SERTÃO DE CRATÉUS;23019:SERTÃO DE QUIXERAMOBIM;23020:SERTÃO DE INHAMUNS;23021:SERTÃO DE SENADOR POMPEU;23022:LITORAL DE ARACATI;23023:BAIXO JAGUARIBE;23024:MÉDIO JAGUARIBE;23025:SERRA DO PEREIRO;23026:IGUATU;23027:VÁRZEA ALEGRE;23028:LAVRAS DA MANGABEIRA;23029:CHAPADA DO ARARIPE;23030:CARIRIAÇU;23031:BARRO;23032:CARIRI;23033:BREJO SANTO;24001:MOSSORÓ;24002:CHAPADA DO APODI;24003:MÉDIO OESTE;24004:VALE DO AÇU;24005:SERRA DE SÃO MIGUEL;24006:PAU DOS FERROS;24007:UMARIZAL;24008:MACAU;24009:ANGICOS;24010:SERRA DE SANTANA;24011:SERIDÓ OCIDENTAL;24012:SERIDÓ ORIENTAL;24013:BAIXA VERDE;24014:BORBOREMA POTIGUAR;24015:AGRESTE POTIGUAR;24016:LITORAL NORDESTE;24017:MACAÍBA;24018:NATAL;24019:LITORAL SUL-RN;25001:CATOLÉ DO ROCHA;25002:CAJAZEIRAS;25003:SOUSA;25004:PATOS;25005:PIANCÓ;25006:ITAPORANGA;25007:SERRA DO TEIXEIRA;25008:SERIDÓ OCIDENTAL PARAIBANO;25009:SERIDÓ ORIENTAL PARAIBANO;25010:CARIRI OCIDENTAL;25011:CARIRI ORIENTAL;25012:CURIMATAÚ OCIDENTAL;25013:CURIMATAÚ ORIENTAL;25014:ESPERANÇA;25015:BREJO PARAIBANO;25016:GUARABIRA;25017:CAMPINA GRANDE;25018:ITABAIANA;25019:UMBUZEIRO;25020:LITORAL NORTE;25021:SAPÉ;25022:JOÃO PESSOA;25023:LITORAL SUL-PB;26001:ARARIPINA;26002:SALGUEIRO;26003:PAJEÚ;26004:SERTÃO DO MOXOTÓ;26005:PETROLINA;26006:ITAPARICA;26007:VALE DO IPANEMA;26008:VALE DO IPOJUCA;26009:ALTO CAPIBARIBE;26010:MÉDIO CAPIBARIBE;26011:GARANHUNS;26012:BREJO PERNAMBUCANO;26013:MATA SETENTRIONAL PERNAMBUCANA;26014:VITÓRIA DE SANTO ANTÃO;26015:MATA MERIDIONAL PERNAMBUCANA;26016:ITAMARACÁ;26017:RECIFE;26018:SUAPE;26019:FERNANDO DE NORONHA;27001:SERRANA DO SERTÃO ALAGOANO;27002:ALAGOANA DO SERTÃO DO SÃO FRANCISCO;27003:SANTANA DO IPANEMA;27004:BATALHA;27005:PALMEIRA DOS ÍNDIOS;27006:ARAPIRACA;27007:TRAIPU;27008:SERRANA DOS QUILOMBOS;27009:MATA ALAGOANA;27010:LITORAL NORTE ALAGOANO;27011:MACEIÓ;27012:SÃO MIGUEL DOS CAMPOS;27013:PENEDO;28001:SERGIPANA DO SERTÃO DO SÃO FRANCISCO;28002:CARIRA;28003:NOSSA SENHORA DAS DORES;28004:AGRESTE DE ITABAIANA;28005:TOBIAS BARRETO;28006:AGRESTE DE LAGARTO;28007:PROPRIÁ;28008:COTINGUIBA;28009:JAPARATUBA;28010:BAIXO COTINGUIBA;28011:ARACAJU;28012:BOQUIM;28013:ESTÂNCIA;29001:BARREIRAS;29002:COTEGIPE;29003:SANTA MARIA DA VITÓRIA;29004:JUAZEIRO;29005:PAULO AFONSO;29006:BARRA;29007:BOM JESUS DA LAPA;29008:SENHOR DO BONFIM;29009:IRECÊ;29010:JACOBINA;29011:ITABERABA;29012:FEIRA DE SANTANA;29013:JEREMOABO;29014:EUCLIDES DA CUNHA;29015:RIBEIRA DO POMBAL;29016:SERRINHA;29017:ALAGOINHAS;29018:ENTRE RIOS;29019:CATU;29020:SANTO ANTÔNIO DE JESUS;29021:SALVADOR;29022:BOQUIRA;29023:SEABRA;29024:JEQUIÉ;29025:LIVRAMENTO DO BRUMADO;29026:GUANAMBI;29027:BRUMADO;29028:VITÓRIA DA CONQUISTA;29029:ITAPETINGA;29030:VALENÇA;29031:ILHÉUS-ITABUNA;29032:PORTO SEGURO;Total
4313400:Obras de terraplenagem;0;340;0;0;24;6;0;20;546;2;13;9;0;24;12;0;59;41;126;61;62;0;2;201;1;0;1;1;0;9;0;0;1;14;0;15;3;15;3;0;69;0;1;0;2;0;3;11;0;2;15;2139;59;2;18;117;5;0;51;0;1;2;0;23;2;0;3;1;51;53;27;0;30;0;5;0;0;0;0;0;1;9;4;0;0;214;489;10;0;2;9;22;0;0;0;2;0;3;4;1;0;0;0;5;96;0;0;0;0;296;6;35;21;6;13;120;0;0;132;20;35;8;6;2;6;21;82;1339;90;0;0;0;5;1;12;81;1;5;9;0;617;15;1;7;11;0;9;0;8;1;0;0;6;619;13;3;154;5;85;43;3;6;2;40;4;19;77;702;8;0;14;96;177;51;287;76;1182;5;5;82;2;69;35;38;4;11;144;1052;13314
4319300:Serviços de preparação do terreno não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;30;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;12;0;0;0;0;0;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;6;0;0;4;0;0;0;0;0;0;2;0;84;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;13;0;0;9;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;127;0;0;55;0;2;4;0;0;0;1;0;859
4321500:Instalação e manutenção elétrica;0;1486;0;20;3;1;0;0;76;0;1;2;0;0;0;0;447;0;3;88;0;0;7;412;0;0;1;0;0;0;0;0;0;3;0;3;1;0;0;0;412;0;0;3;0;5;0;0;0;3;27;5425;0;1;3;0;0;29;75;0;0;3;0;0;0;0;7;21;0;183;0;0;1;1;4;0;10;0;0;3;10;0;0;14;0;68;1066;7;1;0;1;5;0;0;0;0;2;0;0;0;0;0;0;1;691;0;0;0;1;3822;7;3;0;29;7;82;1;2;734;4;15;15;27;67;6;24;38;3372;39;0;0;8;0;0;28;31;0;0;11;9;250;22;1;1;0;0;47;1;5;0;0;0;285;787;7;4;107;0;3;120;5;2;0;0;1;6;3;450;0;0;1;9;54;0;62;43;5229;0;1;9;0;20;14;108;2;29;102;40;26848
4322301:Instalações hidráulicas, sanitárias e de gás;0;47;0;0;4;0;0;212;4;0;0;0;0;0;0;0;0;0;1;0;0;9;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;0;0;0;9;233;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;107;185;0;0;4;0;14;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;176;3;0;0;0;0;13;0;0;32;0;0;52;0;1;0;2;13;404;7;0;0;0;0;0;3;0;0;2;0;0;79;0;0;0;0;0;0;0;2;0;0;0;0;81;1;0;3;0;0;0;0;0;0;0;0;0;0;91;0;0;0;0;0;0;6;21;247;0;0;32;0;0;0;14;0;0;36;2;2264
4322302:Instalação e manutenção de sistemas centrais de ar condicionado, de ventilação e refrigeração;0;423;0;0;1;0;0;4;23;1;0;0;0;0;5;0;6;1;0;2;0;1;6;99;0;0;1;1;0;1;0;0;0;3;0;0;0;2;0;0;9;1;0;1;0;0;0;0;0;2;3;714;2;0;1;0;0;1;3;1;0;1;0;0;0;0;0;12;0;151;1;0;1;0;0;0;0;0;0;2;3;0;3;0;0;12;230;13;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;25;0;0;0;0;228;0;0;0;1;1;36;0;0;18;0;0;0;0;0;0;2;5;1857;14;0;0;0;1;2;0;10;0;0;0;0;124;0;0;0;0;0;2;0;0;0;0;0;0;628;0;1;11;0;1;0;3;0;0;0;0;0;0;31;0;0;0;2;4;1;0;1;2695;0;0;3;0;0;4;0;2;0;61;22;7547
4322303:Instalações de sistema de prevenção contra incêndio;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;3;0;0;6;0;0;0;0;0;24;0;0;0;0;0;0;0;5;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;0;0;0;0;0;0;0;0;0;0;0;223
4329101:Instalação de painéis publicitários;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;53;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;16;17;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;113;0;0;0;0;0;0;0;0;0;0;0;0;22;9;0;0;0;0;0;1;0;0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0;9;50;0;0;0;0;1;0;0;47;102;0;0;0;0;0;0;4;0;0;13;20;612
4329102:Instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4
4329103:Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes, exceto de fabricação própria;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;22;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;0;4;0;0;0;0;4;0;0;0;0;0;2;0;0;529;0;0;0;0;0;0;0;0;0;0;0;16;70;1;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;0;0;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;4;1;0;1710
4329104:Montagem e instalação de sistemas e equipamentos de iluminação e sinalização em vias públicas, portos e aeroportos;0;151;0;0;0;11;0;0;23;1;0;0;1;0;0;0;9;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;62;0;0;34;0;0;0;0;0;0;0;0;548;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;1;0;0;1;0;0;0;0;3;0;0;1;0;0;0;0;5;0;0;1;224;0;0;0;0;0;0;0;0;0;0;1;1490
4329105:Tratamentos térmicos, acústicos ou de vibração;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;347;0;0;0;0;0;0;3;0;0;0;0;448
4329199:Outras obras de instalações em construções não especificadas anteriormente;0;419;10;0;0;0;0;0;4;0;0;0;0;0;61;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;5;0;0;365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;43;0;0;0;15;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;8;0;5;0;0;33;0;38;0;257;497;0;0;0;0;0;0;0;0;0;60;0;49;27;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;28;0;0;0;43;0;0;0;0;0;0;1;4;1734;0;0;22;0;11;0;0;0;7;8;22;3851
4330401:Impermeabilização em obras de engenharia civil;0;75;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;67;0;0;0;0;0;3;0;0;0;0;0;0;0;9;1;0;0;465;12;0;0;0;0;0;0;3;0;0;0;0;72;0;0;0;0;0;42;0;0;0;0;0;0;46;0;0;0;0;0;16;0;0;0;0;0;0;0;137;0;0;0;0;0;0;3;25;428;0;0;34;0;0;29;8;0;0;2;0;1867
4330402:Instalação de portas, janelas, tetos, divisórias e armários embutidos de qualquer material;0;129;0;0;0;0;0;0;0;5;1;0;0;5;0;0;0;0;0;1;0;0;0;29;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;6;465;0;0;0;0;0;0;0;0;0;6;0;0;0;6;0;3;0;21;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;94;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;15;0;0;0;0;34;1;0;2;0;0;12;0;0;1;0;0;0;0;1;6;0;0;394;0;0;0;0;1;0;0;1;0;0;0;5;104;1;0;0;0;0;0;0;0;0;0;0;0;42;0;0;14;0;0;0;0;0;0;7;0;0;4;23;0;1;0;16;0;0;0;2;663;0;9;0;0;0;0;20;0;0;16;5;2199
4330403:Obras de acabamento em gesso e estuque;0;53;0;0;0;0;0;0;7;0;10;0;0;0;0;0;7;0;3;11;8;0;3;75;1;83;0;0;0;1;2;0;0;52;0;1;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;406;0;1;0;0;0;0;0;0;0;1;0;0;0;7;0;9;0;11;0;0;1;0;1;0;0;0;2;6;1;0;0;56;0;73;315;0;0;0;0;0;1;0;0;61;0;0;0;0;0;0;0;0;16;11;0;3;0;132;0;60;0;0;1;51;0;0;25;5;57;5;13;5;9;1;0;489;4;0;0;0;0;0;1;6;0;0;2;0;118;0;1;0;1;0;1;0;0;0;0;0;0;240;0;10;16;0;1;0;0;0;0;18;0;0;0;44;0;0;21;73;1;0;14;0;319;40;3;25;0;11;1;43;1;0;17;18;3205
4330404:Serviços de pintura de edifícios em geral;0;331;0;0;0;0;0;0;44;0;0;0;0;0;0;0;5;3;0;1;8;10;3;175;0;0;0;0;0;7;0;0;0;1;0;0;1;49;0;0;0;0;0;0;1;0;0;33;0;1;5;726;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;9;0;38;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;47;509;0;0;0;1;0;0;7;0;0;0;0;0;0;0;0;0;3;4;0;0;2;0;296;0;5;0;0;0;17;0;0;52;0;0;4;0;7;20;20;13;634;7;0;0;0;0;0;0;0;0;2;2;0;325;30;21;0;0;1;14;0;48;2;1;13;32;151;0;2;17;0;0;0;0;0;0;0;0;67;0;420;0;0;0;41;2;0;9;22;1593;0;0;2;0;3;4;77;1;4;64;13;6089
4330405:Aplicação de revestimentos e de resinas em interiores e exteriores;0;29;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;7;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;26;0;0;172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;159;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;12;5;0;0;0;1;9;0;0;0;3;0;45;0;0;0;0;0;0;0;1;6;66;8;129;0;0;0;0;0;0;6;2;0;0;0;0;44;17;0;0;0;0;0;0;0;0;0;0;14;10;0;10;25;0;0;6;0;0;1;1;0;0;0;63;0;0;0;33;0;0;57;14;519;0;0;0;0;0;0;132;0;0;9;15;1689
4330499:Outras obras de acabamento da construção;0;164;0;0;1;0;0;0;12;2;1;6;0;0;0;0;1;4;0;0;0;0;6;205;5;0;22;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;15;738;4;2;0;0;0;8;0;0;0;0;0;0;0;1;0;4;0;19;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;3;151;0;0;0;0;36;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;72;0;0;4;6;0;41;0;0;21;3;3;2;1;53;13;9;1;238;3;0;0;0;0;0;2;0;0;1;1;0;102;1;1;0;0;0;2;0;0;0;0;0;1;1721;0;0;20;0;0;0;2;0;0;11;1;0;0;177;0;0;3;248;1;1;31;73;1254;11;0;32;0;17;0;19;0;0;82;14;5727
4391600:Obras de fundações;0;304;0;0;22;0;0;0;51;5;0;0;0;0;4;0;3;0;0;2;12;20;1;508;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;10;0;0;0;0;0;0;0;0;0;0;244;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;43;0;25;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;36;144;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;3;1;0;88;8;0;24;0;0;0;0;1;829;1;0;0;0;0;0;0;0;0;0;14;0;280;143;0;0;5;0;46;0;0;0;0;0;0;91;0;0;3;0;0;26;0;0;0;0;0;6;0;124;0;2;0;1;78;27;0;15;1445;1;1;0;0;60;35;28;0;1;71;13;5015
4399101:Administração de obras;0;71;0;0;0;0;0;1;82;0;0;0;0;1;0;0;2;0;0;0;0;0;0;20;0;0;0;0;0;13;1;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381;1;0;0;0;0;0;36;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;62;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;34;4;0;0;0;0;0;1;0;671;0;0;0;0;0;0;0;0;0;0;0;0;275;0;0;0;0;0;1;0;131;0;0;0;0;129;0;0;13;0;0;1;0;0;0;0;0;0;0;24;0;0;0;25;0;0;0;0;1353;0;0;2;5;0;0;15;0;0;30;6;3478
4399102:Montagem e desmontagem de andaimes e outras estruturas temporárias;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;28;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;305;104;0;0;0;0;0;0;0;0;0;0;7;20;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;8;0;1;0;0;0;0;3;0;0;0;21;0;0;0;0;0;0;0;8;1805;0;0;0;0;0;0;0;0;0;11;3;2565
4399103:Obras de alvenaria;0;745;0;0;0;0;0;13;165;8;0;0;0;0;0;0;2;0;2;1;0;13;29;51;0;0;1;0;0;0;23;2;0;7;0;2;8;1;0;0;20;0;0;0;14;2;0;0;0;0;15;217;29;0;0;0;0;0;1;0;0;0;0;0;0;0;0;40;0;150;0;1;2;0;0;1;0;0;1;17;24;35;0;4;1;16;117;7;0;24;1;108;0;0;0;0;3;0;0;2;0;0;4;16;156;1;0;1;0;99;1;0;4;75;75;80;1;0;104;1;1;48;0;64;23;142;8;477;10;0;0;31;0;0;5;11;0;21;70;1;440;85;0;56;0;10;32;5;10;15;0;0;0;73;9;5;42;0;14;20;24;0;0;0;0;0;3;138;0;9;27;36;10;37;16;260;844;0;5;19;2;16;0;282;37;1;130;117;6284
4399104:Serviços de operação e fornecimento de equipamentos para transporte e elevação de cargas e pessoas para uso em obras;0;178;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;339;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;2;0;0;0;134;1;0;0;0;0;0;0;51;0;0;0;0;0;1;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;6;3;0;0;62;0;0;0;0;40;0;0;4;161;63;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;71;0;0;60;0;0;46;0;0;0;0;0;0;0;28;0;0;0;0;0;0;262;0;1375;0;0;10;0;0;1;0;0;0;1;60;3119
4399105:Perfuração e construção de poços de água;0;46;0;0;0;0;0;0;42;0;0;15;0;0;79;0;0;0;2;18;1;0;15;93;3;9;0;0;0;1;0;0;0;13;0;5;0;26;0;0;0;5;1;0;0;0;0;0;4;0;0;57;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;21;1;4;0;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;40;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;2;1;10;6;5;274;0;0;0;0;0;259;0;34;0;0;18;108;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;0;0;17;0;4;0;0;0;0;418;0;1;8;0;11;0;0;0;9;4;34;15;0;3;0;0;0;0;1;0;6;0;85;5;0;0;6;41;39;7;0;0;0;4;2045
4399199:Serviços especializados para construção não especificados anteriormente;0;170;0;0;0;0;0;2;113;1;0;0;0;0;0;0;0;0;0;0;0;0;12;166;0;0;0;0;0;0;0;0;0;45;0;0;8;0;0;0;10;0;0;0;1626;0;0;0;0;0;0;549;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;29;64;0;4;9;13;2;0;0;0;9;6;0;0;0;0;0;2;2;49;5;0;4;0;137;0;0;3;8;11;146;0;0;73;0;20;6;9;118;13;0;21;3150;203;0;0;0;0;0;0;0;0;0;0;0;126;74;0;0;1;0;1;0;1;0;0;0;0;47;0;3;16;1;0;174;0;0;0;2;0;0;0;318;68;3;0;5;1;43;1;53;3577;0;0;26;0;4;19;81;3;1;77;32;11595
4511101:Comércio a varejo de automóveis, camionetas e utilitários novos;0;1442;0;0;0;5;0;141;686;160;0;3;0;0;11;0;98;0;0;128;0;0;44;2171;31;25;2;0;0;125;0;0;12;99;0;9;0;23;0;0;204;0;0;0;1;0;0;0;0;0;0;4466;0;13;60;0;1;0;10;0;0;154;2;0;0;0;0;596;0;447;0;2;0;0;21;0;0;0;0;129;3;0;0;0;0;33;2180;0;0;190;94;171;0;34;0;0;0;0;0;0;0;0;0;5;527;0;0;0;0;1436;0;62;36;70;114;374;0;0;538;0;2;126;0;281;48;30;0;5379;92;0;0;7;1;0;17;270;0;16;3;9;1755;162;118;0;0;0;39;0;10;0;0;0;0;1610;1;1;674;0;0;31;141;0;29;122;167;107;8;965;0;0;22;10;135;9;1;180;5311;1;3;186;0;158;12;1037;22;97;456;671;37720
4511102:Comércio a varejo de automóveis, camionetas e utilitários usados;0;303;0;0;0;0;0;26;90;2;0;0;0;9;0;0;0;3;0;2;1;3;5;146;0;10;0;0;0;12;0;10;4;15;0;1;6;35;0;0;9;2;0;7;0;0;0;0;0;0;0;814;2;16;3;2;1;8;17;0;1;11;0;0;0;0;0;54;1;34;1;44;1;0;5;0;0;0;0;5;6;6;0;0;0;3;213;3;0;17;1;11;3;0;0;0;0;5;0;0;0;0;0;0;184;1;0;9;0;198;0;7;7;13;22;58;3;0;25;1;3;14;0;91;34;6;0;787;7;0;0;6;0;1;9;88;0;8;0;0;150;15;0;1;0;0;9;0;2;0;0;0;0;124;3;18;45;0;0;17;20;0;0;16;14;7;1;101;0;10;1;15;2;0;0;44;416;6;0;12;0;11;5;29;1;0;24;52;4742
