Coluna;Microrregião
CNAE 2.0 Subclasse;50001:BAIXO PANTANAL;50002:AQUIDAUANA;50003:ALTO TAQUARI;50004:CAMPO GRANDE;50005:CASSILÂNDIA;50006:PARANAÍBA;50007:TRÊS LAGOAS;50008:NOVA ANDRADINA;50009:BODOQUENA;50010:DOURADOS;50011:IGUATEMI;51001:ARIPUANÃ;51002:ALTA FLORESTA;51003:COLÍDER;51004:PARECIS;51005:ARINOS;51006:ALTO TELES PIRES;51007:SINOP;51008:PARANATINGA;51009:NORTE ARAGUAIA;51010:CANARANA;51011:MÉDIO ARAGUAIA;51012:ALTO GUAPORÉ;51013:TANGARÁ DA SERRA;51014:JAURU;51015:ALTO PARAGUAI;51016:ROSÁRIO OESTE;51017:CUIABÁ;51018:ALTO PANTANAL;51019:PRIMAVERA DO LESTE;51020:TESOURO;51021:RONDONÓPOLIS;51022:ALTO ARAGUAIA;52001:SÃO MIGUEL DO ARAGUAIA;52002:RIO VERMELHO;52003:ARAGARÇAS;52004:PORANGATU;52005:CHAPADA DOS VEADEIROS;52006:CERES;52007:ANÁPOLIS;52008:IPORÁ;52009:ANICUNS;52010:GOIÂNIA;52011:VÃO DO PARANÃ;52012:ENTORNO DE BRASÍLIA;52013:SUDOESTE DE GOIÁS;52014:VALE DO RIO DOS BOIS;52015:MEIA PONTE;52016:PIRES DO RIO;52017:CATALÃO;52018:QUIRINÓPOLIS;53001:BRASÍLIA;Total
2511000:Fabricação de estruturas metálicas;30;0;17;196;18;1;103;26;0;83;33;6;15;60;33;3;323;121;3;12;34;0;0;7;31;1;0;414;7;136;0;43;3;7;1;0;103;0;102;186;14;3;785;1;44;379;2;66;23;26;24;432;3957
2512800:Fabricação de esquadrias de metal;5;0;18;232;6;138;66;13;9;120;59;15;4;7;24;13;118;64;8;10;28;6;8;70;11;0;0;194;3;32;0;38;3;7;7;0;4;2;13;302;9;9;940;1;79;47;9;36;10;74;98;645;3614
2513600:Fabricação de obras de caldeiraria pesada;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;25;0;0;32;0;15;0;0;0;14;0;0;0;0;0;0;79;0;0;179
2521700:Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;0;0;12;4;0;0;0;0;0;0;0;0;0;0;1;0;6;1;0;5;0;6;0;0;0;0;0;21;0;0;0;0;0;0;0;0;1;0;0;34;2;5;186;0;9;2;0;14;0;0;0;33;342
2522500:Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;21
2531401:Produção de forjados de aço;0;0;0;0;0;0;0;0;0;0;0;11;0;6;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;19;51
2531402:Produção de forjados de metais não-ferrosos e suas ligas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;1;0;0;0;0;0;0;20
2532201:Produção de artefatos estampados de metal;0;0;2;36;0;0;35;127;0;11;7;1;2;1;7;0;27;6;0;0;2;0;4;14;0;0;0;34;0;6;0;6;0;0;0;0;0;0;0;81;0;0;286;0;3;63;0;8;0;1;1;8;779
2539001:Serviços de usinagem, tornearia e solda;68;2;10;44;1;5;63;14;0;67;13;10;19;27;12;21;75;15;5;0;27;1;0;25;7;0;0;35;1;32;1;71;1;2;3;0;85;0;7;37;3;2;241;7;57;63;0;36;5;13;1;49;1283
2539002:Serviços de tratamento e revestimento em metais;0;8;0;2;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;21;0;0;0;4;0;0;0;0;0;0;0;3;0;0;31;0;0;1;0;0;0;0;0;2;79
2541100:Fabricação de artigos de cutelaria;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
2542000:Fabricação de artigos de serralheria, exceto esquadrias;0;4;5;345;14;20;27;23;6;58;20;5;10;28;4;5;12;8;1;1;11;7;7;12;10;1;0;38;3;15;0;66;0;2;7;0;8;0;24;95;6;3;454;7;40;59;8;47;8;19;5;149;1707
2543800:Fabricação de ferramentas;0;0;0;2;0;68;0;0;0;0;0;22;0;0;0;0;10;25;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;18;0;0;0;0;0;0;198
2550101:Fabricação de equipamento bélico pesado, exceto veículos militares de combate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;16
2591800:Fabricação de embalagens metálicas;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;0;0;0;0;0;0;0;0;0;0;0;204;0;0;148;0;67;102;0;170;0;0;0;122;943
2592601:Fabricação de produtos de trefilados de metal padronizados;0;0;0;0;0;0;3;0;0;0;24;0;0;1;0;0;1;16;0;0;0;0;0;2;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;46;0;0;21;0;3;0;2;2;0;3;0;0;136
2592602:Fabricação de produtos de trefilados de metal, exceto padronizados;0;0;0;14;0;26;5;0;0;0;0;1;0;0;1;0;30;0;0;0;0;0;0;0;0;0;0;23;0;3;0;11;0;0;0;0;0;0;0;0;0;0;77;0;0;4;0;0;0;0;0;24;219
2593400:Fabricação de artigos de metal para uso doméstico e pessoal;1;0;0;16;0;26;0;12;0;23;6;0;0;0;14;0;36;15;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;34;0;0;89;0;0;0;0;14;0;0;0;27;321
2599301:Serviços de confecção de armações metálicas para a construção;0;3;21;20;0;0;6;1;0;33;1;0;4;0;0;6;42;6;0;0;2;0;0;4;0;0;0;62;0;0;0;16;0;0;0;0;0;0;0;8;0;0;31;0;4;6;0;5;0;0;0;27;308
2599302:Serviços de corte e dobra de metais;0;0;0;6;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;2;0;3;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;2;0;22;0;0;0;0;0;0;0;61
2599399:Fabricação de outros produtos de metal não especificados anteriormente;0;0;0;109;0;126;0;1;0;16;0;2;0;1;1;2;10;10;0;0;2;15;0;6;11;0;0;54;3;11;0;68;0;1;2;0;8;0;0;498;0;0;883;4;114;20;0;184;0;16;1;294;2473
2610800:Fabricação de componentes eletrônicos;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;73;0;0;0;0;0;0;0;0;2;87
2621300:Fabricação de equipamentos de informática;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;205;216
2622100:Fabricação de periféricos para equipamentos de informática;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;3;0;13;32
2631100:Fabricação de equipamentos transmissores de comunicação, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;24
2632900:Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3
2640000:Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;6;0;2;0;10;110
2651500:Fabricação de aparelhos e equipamentos de medida, teste e controle;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;33;0;0;1;0;2;0;0;0;99;142
2652300:Fabricação de cronômetros e relógios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2660400:Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;69;81
2670101:Fabricação de equipamentos e instrumentos ópticos, peças e acessórios;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2680900:Fabricação de mídias virgens, magnéticas e ópticas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5
2710401:Fabricação de geradores de corrente contínua e alternada, peças e acessórios;0;0;4;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;13;0;0;8;0;0;0;0;0;0;0;0;0;38
2710402:Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;432;0;0;0;14;0;0;0;0;0;0;0;18;0;0;144;0;0;7;0;0;0;38;0;5;696
2710403:Fabricação de motores elétricos, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;20;29
2721000:Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;5
2722801:Fabricação de baterias e acumuladores para veículos automotores;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;0;0;0;0;0;0;0;0;0;63;1;0;3;0;0;0;0;0;0;0;76
2722802:Recondicionamento de baterias e acumuladores para veículos automotores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2731700:Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;42;0;0;101;0;7;23;0;251;0;13;0;78;539
2732500:Fabricação de material elétrico para instalações em circuito de consumo;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;130;0;0;0;0;0;0;0;0;0;172
2733300:Fabricação de fios, cabos e condutores elétricos isolados;0;0;0;53;0;145;10;50;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;31;0;0;0;0;0;0;0;60;0;0;10;0;0;0;0;0;0;0;0;24;410
2740601:Fabricação de lâmpadas;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
2740602:Fabricação de luminárias e outros equipamentos de iluminação;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;17;0;0;16;0;0;0;0;0;0;0;0;7;50
2751100:Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios;0;0;0;0;0;0;992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;993
2759701:Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35
2759799:Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;5;72
2790202:Fabricação de equipamentos para sinalização e alarme;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;23
2790299:Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;0;0;0;58;0;0;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;9;0;1;195;0;0;7;0;8;0;0;0;237;597
2811900:Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
2812700:Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;5;0;0;0;191;0;0;2;0;0;0;0;0;0;226
2813500:Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;366;0;16;0;0;0;0;0;0;0;383
2814301:Fabricação de compressores para uso industrial, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2815102:Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;32
2821601:Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;20;3;0;0;13;0;0;0;0;0;0;0;0;0;46
2821602:Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;7
2822401:Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;117;0;0;0;0;5;0;0;0;8;175
2822402:Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;0;3;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;28;0;0;8;0;0;0;0;0;2;72
2823200:Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;0;0;0;19;0;0;8;5;0;5;0;0;1;0;0;0;0;29;0;0;0;0;0;2;0;0;0;77;0;3;0;4;0;0;1;0;0;0;0;15;0;0;164;0;10;7;0;5;0;0;0;55;410
2824101:Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8
2824102:Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;8;0;0;5;0;0;0;0;0;0;0;0;0;40
2825900:Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;40
2829101:Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2829199:Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;0;0;0;77;6;0;6;0;0;0;20;0;34;0;2;0;7;1;0;0;0;0;0;1;0;0;0;66;0;0;0;36;0;0;0;0;6;0;11;6;0;36;214;0;0;13;0;16;0;0;0;21;579
2831300:Fabricação de tratores agrícolas, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;8;0;0;0;0;1;0;0;0;0;0;0;0;21
2833000:Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;0;0;13;250;0;0;23;16;11;119;0;0;0;0;0;0;113;222;0;0;5;0;9;0;0;0;0;32;0;47;0;76;0;0;0;0;0;0;0;3;0;0;206;0;82;113;0;78;0;639;0;0;2057
2840200:Fabricação de máquinas-ferramenta, peças e acessórios;0;0;0;11;0;0;0;0;0;0;0;0;0;0;9;0;2;0;0;0;0;0;0;0;0;0;0;5;0;8;0;0;0;47;3;0;0;0;0;104;0;0;100;0;0;11;0;0;0;2;0;8;310
2852600:Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo;0;0;0;18;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;6;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;93
2853400:Fabricação de tratores, peças e acessórios, exceto agrícolas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3
2854200:Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;0;0;0;0;0;0;1;83
2861500:Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;1;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;31;0;0;78
2862300:Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;0;0;0;8;0;0;0;0;0;0;3;16;0;0;270;0;0;21;0;0;0;0;0;29;363
2863100:Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;29
2865800:Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2866600:Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;18;0;0;0;0;0;0;0;0;0;22
2869100:Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios;0;0;0;13;0;0;4;0;0;35;0;6;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;47;0;0;0;7;0;0;0;0;0;0;0;16;0;0;81;0;0;0;0;0;0;0;0;9;236
2910701:Fabricação de automóveis, camionetas e utilitários;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1268;0;0;0;0;0;0;0;0;0;1262;0;30;2560
2910702:Fabricação de chassis com motor para automóveis, camionetas e utilitários;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;222;0;0;232
2920401:Fabricação de caminhões e ônibus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;0;0;0;0;0;0;0;0;12;61
2930101:Fabricação de cabines, carrocerias e reboques para caminhões;0;0;0;30;3;4;15;0;4;11;18;6;1;0;9;14;12;12;0;0;0;0;0;0;0;0;0;128;0;16;0;16;0;0;0;3;0;0;0;145;0;0;321;0;32;28;2;0;2;0;0;31;863
2930103:Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus;0;0;0;5;0;0;0;0;0;3;0;0;1;0;0;0;5;0;0;0;0;0;2;2;0;0;0;7;0;0;0;0;0;0;0;0;0;0;14;0;0;3;87;0;0;0;0;0;0;465;0;24;618
2941700:Fabricação de peças e acessórios para o sistema motor de veículos automotores;0;0;0;4;0;0;8;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;22;0;0;0;0;0;27;73
2942500:Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;3;0;0;0;0;11
2944100:Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;4;11
2945000:Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;35;0;0;0;0;0;0;0;0;4;47
2949201:Fabricação de bancos e estofados para veículos automotores;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;18;0;0;3;0;0;0;0;0;1;26
2949299:Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;0;0;0;13;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;1;0;2;0;0;3;0;0;0;0;0;0;0;132;0;0;0;0;14;0;35;0;3;210
2950600:Recondicionamento e recuperação de motores para veículos automotores;0;0;8;52;29;12;41;5;1;36;10;35;18;6;3;10;29;47;3;4;3;4;6;0;20;0;0;79;16;24;0;28;0;0;1;1;19;9;3;27;0;0;312;13;9;23;0;9;0;16;0;45;1016
3011302:Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;17;3;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;86
3012100:Construção de embarcações para esporte e lazer;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;1;0;0;0;2;0;0;0;0;5;0;0;2;0;0;59;0;4;0;0;7;0;0;0;14;104
3031800:Fabricação de locomotivas, vagões e outros materiais rodantes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
3032600:Fabricação de peças e acessórios para veículos ferroviários;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
3041500:Fabricação de aeronaves;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;15
3042300:Fabricação de turbinas, motores e outros componentes e peças para aeronaves;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
3092000:Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios;0;0;0;2;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;24
3099700:Fabricação de equipamentos de transporte não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;7;0;1;11;0;0;0;0;0;0;0;0;0;24
