Coluna;Microrregião
CNAE 2.0 Subclasse;50001:BAIXO PANTANAL;50002:AQUIDAUANA;50003:ALTO TAQUARI;50004:CAMPO GRANDE;50005:CASSILÂNDIA;50006:PARANAÍBA;50007:TRÊS LAGOAS;50008:NOVA ANDRADINA;50009:BODOQUENA;50010:DOURADOS;50011:IGUATEMI;51001:ARIPUANÃ;51002:ALTA FLORESTA;51003:COLÍDER;51004:PARECIS;51005:ARINOS;51006:ALTO TELES PIRES;51007:SINOP;51008:PARANATINGA;51009:NORTE ARAGUAIA;51010:CANARANA;51011:MÉDIO ARAGUAIA;51012:ALTO GUAPORÉ;51013:TANGARÁ DA SERRA;51014:JAURU;51015:ALTO PARAGUAI;51016:ROSÁRIO OESTE;51017:CUIABÁ;51018:ALTO PANTANAL;51019:PRIMAVERA DO LESTE;51020:TESOURO;51021:RONDONÓPOLIS;51022:ALTO ARAGUAIA;52001:SÃO MIGUEL DO ARAGUAIA;52002:RIO VERMELHO;52003:ARAGARÇAS;52004:PORANGATU;52005:CHAPADA DOS VEADEIROS;52006:CERES;52007:ANÁPOLIS;52008:IPORÁ;52009:ANICUNS;52010:GOIÂNIA;52011:VÃO DO PARANÃ;52012:ENTORNO DE BRASÍLIA;52013:SUDOESTE DE GOIÁS;52014:VALE DO RIO DOS BOIS;52015:MEIA PONTE;52016:PIRES DO RIO;52017:CATALÃO;52018:QUIRINÓPOLIS;53001:BRASÍLIA;Total
6110802:Serviços de redes de transporte de telecomunicações - SRTT;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;38;0;26;0;92;266
6110803:Serviços de comunicação multimídia - SCM;0;0;8;155;29;8;26;7;26;99;37;7;18;26;20;19;51;18;13;5;48;38;0;28;7;0;0;131;0;47;2;79;3;17;13;1;63;2;65;255;29;9;291;1;124;67;59;152;20;104;6;444;2677
6110899:Serviços de telecomunicações por fio não especificados anteriormente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;7;0;0;0;0;13
6120501:Telefonia móvel celular;0;0;0;232;0;0;1;0;0;41;0;0;0;0;0;0;0;16;0;0;0;1;0;0;0;0;0;214;1;0;0;25;0;0;0;0;0;3;0;73;0;0;548;0;11;11;0;0;0;0;0;1270;2447
6120502:Serviço móvel especializado - SME;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;1;0;0;0;12;33
6120599:Serviços de telecomunicações sem fio não especificados anteriormente;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;5;0;0;25;0;0;0;0;0;0;0;0;152;241
6130200:Telecomunicações por satélite;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;13;0;0;0;0;0;0;20;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;5;0;0;0;0;0;292;344
6141800:Operadoras de televisão por assinatura por cabo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;7;0;0;32
6143400:Operadoras de televisão por assinatura por satélite;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;111;112
6190601:Provedores de acesso às redes de comunicações;18;22;6;124;12;11;48;7;2;108;82;31;14;6;33;45;99;84;0;9;5;7;31;26;27;0;0;26;2;9;9;90;8;3;5;2;5;5;27;76;0;18;95;9;97;79;1;35;10;91;0;286;1845
6190602:Provedores de voz sobre protocolo internet - VOIP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;8;0;0;0;2;23
6190699:Outras atividades de telecomunicações não especificadas anteriormente;0;0;0;80;1;0;25;0;0;90;8;0;1;0;0;0;6;15;0;5;0;0;0;1;0;0;0;53;0;2;0;21;0;0;0;0;5;0;1;48;0;0;296;7;17;16;0;2;0;17;0;783;1500
6201501:Desenvolvimento de programas de computador sob encomenda;0;0;0;370;5;1;3;0;2;30;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;77;0;0;0;0;0;0;0;0;0;0;19;42;0;0;920;0;4;15;3;11;1;0;0;7597;9116
6201502:web design;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;12
6202300:Desenvolvimento e licenciamento de programas de computador customizáveis;0;0;5;220;1;0;2;70;0;17;4;0;2;0;5;0;50;14;0;0;2;0;0;94;10;0;0;1402;5;34;0;72;0;0;0;0;0;0;23;62;0;0;349;0;0;120;0;34;0;1;0;837;3435
6203100:Desenvolvimento e licenciamento de programas de computador não-customizáveis;0;0;7;827;0;0;2;0;0;27;9;0;0;0;0;0;0;6;0;0;0;0;0;39;0;0;0;61;0;0;0;0;0;0;0;1;0;0;18;6;16;2;671;0;0;27;0;0;0;0;0;1570;3289
6204000:Consultoria em tecnologia da informação;0;0;0;110;0;0;0;0;0;12;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;62;0;0;0;0;0;0;1;0;0;0;0;34;0;2;1259;0;0;0;0;1;1;1;0;5488;6975
6209100:Suporte técnico, manutenção e outros serviços em tecnologia da informação;1;6;9;938;11;1;0;0;0;53;0;14;5;13;0;4;19;30;1;0;2;15;3;9;1;0;0;1110;1;14;1;33;0;3;6;0;13;0;4;107;6;9;1981;0;20;89;7;21;0;0;4;5625;10189
6311900:Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;7;6;10;273;4;0;10;4;1;37;15;0;2;4;0;0;6;21;0;0;8;17;0;5;0;0;0;257;5;22;4;29;0;2;0;7;0;0;12;52;13;74;1002;0;10;57;5;38;18;17;0;2659;4713
6319400:Portais, provedores de conteúdo e outros serviços de informação na internet;0;1;0;54;5;3;23;0;2;7;1;1;0;0;0;1;3;4;2;2;0;0;0;19;0;0;0;194;0;17;0;19;0;0;0;0;0;0;0;5;0;0;438;2;32;18;0;3;1;0;0;576;1433
6391700:Agências de notícias;0;3;0;16;0;0;0;3;0;18;1;0;0;9;0;0;0;1;0;3;1;0;0;0;0;0;0;2;0;5;0;6;0;0;0;0;1;0;0;0;0;0;14;0;0;6;0;0;0;0;0;268;357
6399200:Outras atividades de prestação de serviços de informação não especificadas anteriormente;10;0;1;211;2;3;1;0;0;27;2;1;2;0;1;0;2;1;0;1;0;85;0;1;0;0;0;70;5;3;0;16;0;0;0;0;4;0;0;19;0;0;494;0;0;790;1;16;0;0;0;240;2009
6410700:Banco Central;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1727;1727
6421200:Bancos comerciais;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;12;0;0;0;11;0;10;0;0;0;23;10;0;10;14;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;103
6422100:Bancos múltiplos, com carteira comercial;93;79;105;1435;92;81;180;84;87;515;177;56;84;140;99;56;231;197;17;67;110;87;38;139;74;46;11;1339;84;104;28;290;32;66;83;49;191;48;184;558;48;99;3375;92;506;579;111;415;87;178;107;19958;32991
6423900:Caixas econômicas;28;23;27;571;14;17;37;19;17;169;28;7;20;27;28;6;40;47;0;8;12;32;10;35;6;0;0;488;30;30;0;71;10;27;22;12;71;9;80;284;12;28;1746;10;243;162;31;145;39;56;28;9712;14574
6424701:Bancos cooperativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492;492
6424702:Cooperativas centrais de crédito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;119;0;0;0;3;0;0;0;0;0;0;0;2;0;0;92;0;0;0;0;0;0;5;0;52;273
6424703:Cooperativas de crédito mútuo;23;22;91;444;59;26;35;25;32;378;106;204;98;227;88;41;271;192;17;88;134;26;61;132;163;22;4;415;33;43;0;220;21;19;6;14;41;0;95;130;11;9;805;20;95;403;69;137;53;65;131;766;6610
6424704:Cooperativas de crédito rural;0;0;0;2;0;0;0;0;0;24;7;0;0;0;25;30;202;0;23;0;0;0;0;0;0;3;10;86;0;285;0;47;0;0;0;0;0;0;13;0;0;0;1;0;0;41;0;0;17;0;17;0;833
6431000:Bancos múltiplos, sem carteira comercial;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;118;0;0;0;0;0;0;0;0;40;181
6432800:Bancos de investimento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
6433600:Bancos de desenvolvimento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29
6434400:Agências de fomento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;0;0;0;0;15;0;26;0;452;679
6435201:Sociedades de crédito imobiliário;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
6435202:Associações de poupança e empréstimo;3;0;0;11;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1005;1038
6436100:Sociedades de crédito, financiamento e investimento - financeiras;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;0;0;0;3;0;0;0;0;0;0;0;7;0;0;70;0;0;0;0;0;0;0;0;142;314
6437900:Sociedades de crédito ao microempreendedor;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9
6438799:Outras Instituições de Intermediação Não-Monetária não especificadas anteriormente;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
6440900:Arrendamento mercantil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
6450600:Sociedades de capitalização;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;45;48
6461100:Holdings de instituições financeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;17;18
6462000:Holdings de instituições não-financeiras;0;0;0;52;0;0;15;3;4;4;0;0;0;37;0;0;10;0;0;0;0;0;0;0;24;3;0;331;0;11;0;26;0;0;3;0;61;0;1;90;0;4;896;0;15;8;0;85;0;31;0;842;2556
6463800:Outras sociedades de participação, exceto holdings;0;0;0;4;0;0;16;3;0;1;49;0;0;0;0;0;2;6;0;5;0;0;0;0;0;0;0;44;0;0;0;0;0;1;0;0;0;0;0;5;0;0;278;2;0;0;0;0;0;0;0;258;674
6470102:Fundos de investimento previdenciários;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
6491300:Sociedades de fomento mercantil - factoring;0;2;0;16;0;0;0;0;0;5;2;0;0;4;0;0;3;9;0;0;4;0;0;0;0;0;0;90;2;0;0;6;0;0;0;0;0;1;2;9;0;0;134;0;20;10;0;9;0;1;0;87;416
6492100:Securitização de créditos;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;109;151
6493000:Administração de consórcios para aquisição de bens e direitos;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;204;0;3;0;2;0;0;0;0;0;0;1;22;0;0;220;0;3;0;0;3;0;1;0;335;822
6499902:Sociedades de investimento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;7
6499903:Fundo garantidor de crédito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12
6499905:Concessão de crédito pelas OSCIP;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
6499999:Outras atividades de serviços financeiros não especificadas anteriormente;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1;0;0;0;0;0;1;0;8;0;0;23;0;3;0;0;7;0;0;0;76;139
6511101:Seguros de vida;0;0;0;27;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;3;0;0;0;0;0;0;0;2;0;0;56;0;0;0;0;0;0;0;0;95;203
6511102:Planos de auxílio-funeral;0;0;1;25;0;0;0;0;0;34;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;7;74
6512000:Seguros não-vida;0;0;0;85;0;0;0;0;0;5;0;0;0;0;0;0;4;5;0;0;0;0;0;3;0;0;0;91;0;0;0;6;0;0;0;0;0;0;0;6;0;0;165;0;0;7;0;5;0;0;0;935;1317
6520100:Seguros-saúde;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;3;0;0;0;38;63
6541300:Previdência complementar fechada;0;0;0;12;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0;1587;1695
6542100:Previdência complementar aberta;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;59;101
6550200:Planos de saúde;0;0;0;484;0;0;0;0;0;117;5;0;0;0;0;0;0;152;0;0;0;39;0;106;29;0;0;698;26;2;0;101;0;0;0;0;2;0;0;169;0;0;1901;0;5;217;0;148;3;67;0;2667;6938
6611801:Bolsa de valores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
6611802:Bolsa de mercadorias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7
6611804:Administração de mercados de balcão organizados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
6612601:Corretoras de títulos e valores mobiliários;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;6
6612602:Distribuidoras de títulos e valores mobiliários;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;46;58
6612603:Corretoras de câmbio;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;57
6612604:Corretoras de contratos de mercadorias;0;0;0;2;0;0;0;0;0;20;0;0;0;0;1;0;5;5;0;0;0;0;0;0;0;0;0;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;4;0;0;0;0;0;0;46
6612605:Agentes de investimentos em aplicações financeiras;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;8
6613400:Administração de cartões de crédito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1002;0;4;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;10;0;23;0;0;0;570;1657
6619302:Correspondentes de instituições financeiras;0;1;6;10;0;0;2;0;0;2;4;0;1;0;0;1;3;0;0;2;2;3;0;4;0;0;0;108;10;7;0;8;0;6;0;0;0;2;0;22;0;0;21;3;21;3;0;2;0;9;0;61;324
6619303:Representações de bancos estrangeiros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3
6619305:Operadoras de cartões de débito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3
6619399:Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente;6;0;0;138;0;0;2;0;0;14;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;13;0;0;0;5;0;0;0;0;0;0;0;3;0;0;97;0;9;1;0;4;7;0;0;57;359
6621501:Peritos e avaliadores de seguros;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;13;0;0;0;7;0;0;0;0;0;0;0;6;0;0;34;0;0;2;0;5;0;0;0;31;103
6621502:Auditoria e consultoria atuarial;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;200;205
6622300:Corretores e agentes de seguros, de planos de previdência complementar e de saúde;6;2;16;213;4;4;5;15;2;92;13;3;5;8;0;2;86;72;1;1;3;12;6;17;3;0;1;310;9;34;0;48;0;3;16;1;13;1;6;54;7;2;869;0;22;149;9;80;11;116;29;3118;5499
6629100:Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;0;0;0;27;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;6;0;1;0;8;0;0;0;0;0;0;21;18;0;0;3;0;0;0;0;1;0;0;0;184;289
6630400:Atividades de administração de fundos por contrato ou comissão;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;4;0;0;10;0;3;0;0;0;3;0;0;2;32
6810201:Compra e venda de imóveis próprios;3;0;4;29;8;3;3;5;0;47;19;1;6;2;3;3;68;136;0;5;6;6;2;53;3;0;0;76;0;7;1;21;0;3;0;0;2;0;51;65;2;4;474;3;103;72;4;20;3;4;1;361;1692
6810202:Aluguel de imóveis próprios;4;0;0;81;0;0;4;4;0;42;3;8;5;0;1;0;2;26;0;0;2;1;44;2;0;1;0;137;0;1;0;4;0;0;0;1;0;0;4;58;0;3;346;0;16;4;0;17;4;15;0;659;1499
6810203:Loteamento de imóveis próprios;0;0;0;0;0;12;0;0;0;2;0;0;0;0;9;0;7;44;0;4;2;0;0;0;0;0;0;1;0;0;0;13;0;0;1;0;1;0;0;0;0;0;13;0;0;2;0;0;0;0;0;5;116
6821801:Corretagem na compra e venda e avaliação de imóveis;0;8;1;109;5;0;40;6;8;53;6;4;5;4;9;0;22;53;2;6;11;6;1;8;0;0;0;95;5;33;0;28;0;1;1;0;2;0;5;74;0;8;577;1;68;62;1;152;3;20;7;531;2041
6821802:Corretagem no aluguel de imóveis;4;1;0;161;2;0;12;1;0;75;4;0;0;0;1;0;17;11;1;2;1;0;4;12;0;0;0;84;0;13;0;17;0;0;0;0;0;0;0;16;0;0;415;0;22;39;3;37;1;14;0;551;1521
6822600:Gestão e administração da propriedade imobiliária;0;0;2;208;0;2;34;8;0;91;34;8;3;0;8;0;22;22;0;4;3;7;8;0;2;0;0;233;0;1;0;29;0;0;0;1;2;0;3;260;0;9;538;1;84;44;0;98;0;3;4;1425;3201
6911701:Serviços advocatícios;11;6;13;929;11;12;53;31;5;125;33;19;18;24;27;6;82;81;1;6;13;18;15;55;35;2;0;670;26;27;1;121;4;1;19;1;52;6;22;292;5;7;1230;8;56;105;3;72;6;25;15;2387;6792
6911702:Atividades auxiliares da justiça;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;1;0;1;0;0;0;0;0;0;3;2;4;0;6;0;0;0;0;0;0;0;0;15;41
6911703:Agente de propriedade industrial;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4
6912500:Cartórios;49;46;83;441;57;47;73;50;43;299;104;79;83;99;107;75;270;143;27;57;102;53;44;68;63;14;18;508;61;66;42;224;31;38;34;32;57;25;80;264;32;53;1218;23;443;282;41;242;41;52;44;1375;7902
6920601:Atividades de contabilidade;49;81;191;1256;246;141;261;121;115;874;278;200;244;177;241;139;770;534;49;119;272;132;237;281;195;26;65;1845;140;313;48;649;63;74;53;40;183;83;281;654;84;93;4840;95;691;782;94;725;96;214;140;4427;24001
6920602:Atividades de consultoria e auditoria contábil e tributária;0;0;0;53;0;2;0;0;0;0;6;0;0;0;1;0;6;0;0;0;3;1;1;9;1;0;0;113;0;0;0;9;0;0;16;5;0;0;2;17;0;0;217;0;20;1;0;0;0;0;1;301;785
7020400:Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;0;0;11;330;0;0;3;35;5;55;0;14;0;3;3;0;8;23;0;2;0;2;0;1;3;0;0;226;85;4;0;14;0;0;3;0;0;1;70;19;2;0;1317;5;39;41;0;10;0;0;10;2588;4932
7111100:Serviços de arquitetura;0;1;1;38;2;1;9;1;0;15;0;0;1;2;2;0;14;6;0;0;0;7;0;0;0;0;0;38;1;7;0;1;0;0;4;0;1;0;2;7;0;0;137;0;15;5;0;5;0;0;0;81;404
7112000:Serviços de engenharia;20;9;3;731;11;8;298;6;3;111;6;6;960;68;6;11;54;52;0;54;2;31;25;4;5;8;0;297;7;17;3;89;0;0;2;2;81;0;39;237;19;12;1748;13;129;140;0;134;1;78;31;3093;8664
7119701:Serviços de cartografia, topografia e geodésia;1;0;20;107;3;0;27;0;2;18;3;2;0;1;1;1;27;19;2;1;0;10;2;11;2;0;1;58;2;0;0;25;0;1;1;0;9;0;1;14;0;12;122;9;1;17;2;12;1;16;2;616;1182
7119702:Atividades de estudos geológicos;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;174;0;0;0;0;0;0;0;0;0;0;15;2;0;0;0;0;427;0;0;18;0;2;2;1;0;27;0;0;0;0;0;0;0;0;16;719
7119703:Serviços de desenho técnico relacionados à arquitetura e engenharia;0;0;0;28;2;0;5;0;0;2;0;2;0;0;0;0;1;9;0;0;0;6;0;0;1;0;0;2;0;1;0;1;0;0;0;0;0;0;0;8;0;0;73;0;5;1;0;2;0;7;0;104;260
7119704:Serviços de perícia técnica relacionados à segurança do trabalho;6;0;0;3;0;0;3;0;0;4;2;0;0;0;0;0;15;5;0;0;9;0;0;1;0;0;0;11;0;0;0;1;0;0;0;0;0;0;1;0;0;0;6;0;0;14;0;17;0;2;5;9;114
7119799:Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;36;0;0;32;0;99;0;0;0;0;0;0;0;0;0;0;0;23;0;1;0;0;0;0;0;0;0;27;0;11;0;0;0;0;11;0;5;0;0;3;0;0;126;0;1;2;0;4;0;4;0;298;683
7120100:Testes e análises técnicas;0;0;0;102;15;0;0;0;0;6;0;0;0;0;27;0;18;13;0;0;4;0;0;0;0;0;0;197;0;3;0;93;88;0;0;0;0;0;3;13;0;0;379;0;4;21;0;5;4;0;0;104;1099
7210000:Pesquisa e desenvolvimento experimental em ciências físicas e naturais;124;0;3;254;32;6;2;0;0;158;0;0;0;0;0;0;55;78;0;0;3;0;0;0;0;0;0;1;0;4;0;393;0;0;0;0;4;0;210;3;0;0;609;0;115;33;0;50;0;1;0;2954;5092
7220700:Pesquisa e desenvolvimento experimental em ciências sociais e humanas;0;0;0;3;0;0;1;0;0;1;0;0;22;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;1;0;0;0;0;0;14;79
7311400:Agências de publicidade;9;0;0;201;0;3;2;3;0;12;0;28;1;6;0;0;4;16;0;0;0;1;0;3;1;0;0;297;0;6;0;52;0;0;2;0;0;0;9;27;0;2;484;0;4;19;0;14;0;6;0;696;1908
7312200:Agenciamento de espaços para publicidade, exceto em veículos de comunicação;0;0;1;51;0;0;0;0;0;18;0;0;0;6;0;0;12;3;0;0;3;2;0;5;0;0;0;90;0;17;0;84;0;0;0;0;0;0;0;17;2;2;178;0;9;11;0;2;0;3;1;216;733
7319001:Criação de estandes para feiras e exposições;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;5
